"IdGenotype","IdProgeny","Site","Plot","LineNumber","TreeNumber","IdTrunk","ObservationDate","BottomPeriphery","OneAndHalfMeterPeriphery","TwoMeterPeriphery","Height","LengthWoodDensitySampleOne","WoodDensityDryWeightSampleOne","LengthWoodDensitySampleTwo","WoodDensityDryWeightSampleTwo","PlantingDate","MAP","TreeId"
"GE06","PO   9337","PR","G5-1","59","3","Stipe_PR_G5-1_59_3",2021-01-05,NA,NA,221,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE06_59_3"
"GE06","PO   9337","PR","G5-1","59","3","Stipe_PR_G5-1_59_3",2021-10-18,301,226,224,4.78,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE06_59_3"
"GE06","PO   9337","PR","G5-1","59","3","Stipe_PR_G5-1_59_3",2022-09-15,295,235,226,5.44,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE06_59_3"
"GE06","PO   9337","PR","G5-1","59","5","Stipe_PR_G5-1_59_5",2015-08-10,206,NA,NA,0.98,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE06_59_5"
"GE06","PO   9337","PR","G5-1","59","5","Stipe_PR_G5-1_59_5",2016-08-17,225,NA,NA,1.2,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE06_59_5"
"GE06","PO   9337","PR","G5-1","59","5","Stipe_PR_G5-1_59_5",2017-06-05,235,NA,NA,1.8,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE06_59_5"
"GE06","PO   9337","PR","G5-1","59","5","Stipe_PR_G5-1_59_5",2018-06-26,237,NA,NA,2.34,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE06_59_5"
"GE06","PO   9337","PR","G5-1","59","5","Stipe_PR_G5-1_59_5",2019-07-09,235,200,NA,3,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE06_59_5"
"GE06","PO   9337","PR","G5-1","59","5","Stipe_PR_G5-1_59_5",2020-05-12,236,207,NA,3.4,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE06_59_5"
"GE06","PO   9337","PR","G5-1","59","5","Stipe_PR_G5-1_59_5",2021-01-05,NA,NA,191,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE06_59_5"
"GE06","PO   9337","PR","G5-1","59","5","Stipe_PR_G5-1_59_5",2021-10-18,245,205,192,4.4,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE06_59_5"
"GE06","PO   9337","PR","G5-1","59","5","Stipe_PR_G5-1_59_5",2022-09-15,233,208,190,4.96,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE06_59_5"
"GE07","PO  10093","PR","G5-1","59","8","Stipe_PR_G5-1_59_8",2015-08-10,242,NA,NA,1.26,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE07_59_8"
"GE07","PO  10093","PR","G5-1","59","8","Stipe_PR_G5-1_59_8",2016-08-17,276,NA,NA,1.68,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE07_59_8"
"GE07","PO  10093","PR","G5-1","59","8","Stipe_PR_G5-1_59_8",2017-06-05,277,NA,NA,2.12,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE07_59_8"
"GE07","PO  10093","PR","G5-1","59","8","Stipe_PR_G5-1_59_8",2018-06-26,280,NA,NA,2.57,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE07_59_8"
"GE07","PO  10093","PR","G5-1","59","8","Stipe_PR_G5-1_59_8",2019-07-09,285,227,NA,3.37,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE07_59_8"
"GE07","PO  10093","PR","G5-1","59","8","Stipe_PR_G5-1_59_8",2020-05-12,257,226,NA,3.63,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE07_59_8"
"GE07","PO  10093","PR","G5-1","59","8","Stipe_PR_G5-1_59_8",2021-01-05,NA,NA,235,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE07_59_8"
"GE07","PO  10093","PR","G5-1","59","8","Stipe_PR_G5-1_59_8",2021-10-18,270,230,237,4.38,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE07_59_8"
"GE07","PO  10093","PR","G5-1","59","8","Stipe_PR_G5-1_59_8",2022-09-15,264,226,237,4.95,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE07_59_8"
"GE17","PO   9660","PR","G5-1","59","9","Stipe_PR_G5-1_59_9",2015-08-10,250,NA,NA,1.34,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE17_59_9"
"GE17","PO   9660","PR","G5-1","59","9","Stipe_PR_G5-1_59_9",2016-08-17,289,NA,NA,1.7,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE17_59_9"
"GE17","PO   9660","PR","G5-1","59","9","Stipe_PR_G5-1_59_9",2017-06-05,302,NA,NA,2.11,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE17_59_9"
"GE17","PO   9660","PR","G5-1","59","9","Stipe_PR_G5-1_59_9",2018-06-26,288,NA,NA,2.55,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE17_59_9"
"GE17","PO   9660","PR","G5-1","59","9","Stipe_PR_G5-1_59_9",2019-07-09,288,226,NA,3.13,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE17_59_9"
"GE17","PO   9660","PR","G5-1","59","9","Stipe_PR_G5-1_59_9",2020-05-12,290,228,NA,3.47,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE17_59_9"
"GE17","PO   9660","PR","G5-1","59","9","Stipe_PR_G5-1_59_9",2021-01-05,NA,NA,247,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE17_59_9"
"GE17","PO   9660","PR","G5-1","59","9","Stipe_PR_G5-1_59_9",2021-10-18,310,232,252,4.4,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE17_59_9"
"GE17","PO   9660","PR","G5-1","59","9","Stipe_PR_G5-1_59_9",2022-09-15,310,234,246,4.94,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE17_59_9"
"GE04","PO   9489","PR","G5-1","5","3","Stipe_PR_G5-1_5_3",2013-08-03,233,NA,NA,NA,NA,NA,NA,NA,2010-05-01,39,"PR_G5-1_GE04_5_3"
"GE04","PO   9489","PR","G5-1","5","3","Stipe_PR_G5-1_5_3",2014-07-10,NA,NA,NA,0.79,NA,NA,NA,NA,2010-05-01,50,"PR_G5-1_GE04_5_3"
"GE04","PO   9489","PR","G5-1","5","3","Stipe_PR_G5-1_5_3",2015-02-02,266,NA,NA,0.95,NA,NA,NA,NA,2010-05-01,57,"PR_G5-1_GE04_5_3"
"GE04","PO   9489","PR","G5-1","5","3","Stipe_PR_G5-1_5_3",2016-08-15,298,NA,NA,1.64,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE04_5_3"
"GE04","PO   9489","PR","G5-1","5","3","Stipe_PR_G5-1_5_3",2017-06-06,311,NA,NA,1.96,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE04_5_3"
"GE04","PO   9489","PR","G5-1","5","3","Stipe_PR_G5-1_5_3",2018-06-23,311,NA,NA,2.44,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE04_5_3"
"GE04","PO   9489","PR","G5-1","5","3","Stipe_PR_G5-1_5_3",2019-07-05,300,245,NA,3.25,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE04_5_3"
"GE04","PO   9489","PR","G5-1","5","3","Stipe_PR_G5-1_5_3",2020-05-04,301,249,NA,3.49,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE04_5_3"
"GE04","PO   9489","PR","G5-1","5","3","Stipe_PR_G5-1_5_3",2021-01-05,NA,NA,240,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE04_5_3"
"GE04","PO   9489","PR","G5-1","5","3","Stipe_PR_G5-1_5_3",2021-10-14,315,241,236,4.52,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE04_5_3"
"GE04","PO   9489","PR","G5-1","5","3","Stipe_PR_G5-1_5_3",2022-09-08,322,247,243,5.02,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE04_5_3"
"GE11","PO   9861","PR","G5-1","60","25","Stipe_PR_G5-1_60_25",2015-08-10,254,NA,NA,1.01,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE11_60_25"
"GE11","PO   9861","PR","G5-1","60","25","Stipe_PR_G5-1_60_25",2016-08-18,281,NA,NA,1.64,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE11_60_25"
"GE11","PO   9861","PR","G5-1","60","25","Stipe_PR_G5-1_60_25",2017-06-06,275,NA,NA,1.94,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE11_60_25"
"GE11","PO   9861","PR","G5-1","60","25","Stipe_PR_G5-1_60_25",2018-06-26,271,NA,NA,2.6,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE11_60_25"
"GE11","PO   9861","PR","G5-1","60","25","Stipe_PR_G5-1_60_25",2019-07-09,273,257,NA,3.04,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE11_60_25"
"GE11","PO   9861","PR","G5-1","60","25","Stipe_PR_G5-1_60_25",2020-05-13,270,249,NA,3.4,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE11_60_25"
"GE11","PO   9861","PR","G5-1","60","25","Stipe_PR_G5-1_60_25",2021-01-05,NA,NA,225,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE11_60_25"
"GE11","PO   9861","PR","G5-1","60","25","Stipe_PR_G5-1_60_25",2021-10-18,283,252,232,4.38,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE11_60_25"
"GE11","PO   9861","PR","G5-1","60","25","Stipe_PR_G5-1_60_25",2022-09-15,230,250,240,5.07,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE11_60_25"
"GE07","PO  10093","PR","G5-1","63","15","Stipe_PR_G5-1_63_15",2015-08-10,264,NA,NA,1.13,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE07_63_15"
"GE07","PO  10093","PR","G5-1","63","15","Stipe_PR_G5-1_63_15",2016-08-18,286,NA,NA,1.45,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE07_63_15"
"GE07","PO  10093","PR","G5-1","63","15","Stipe_PR_G5-1_63_15",2017-06-06,287,NA,NA,1.93,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE07_63_15"
"GE07","PO  10093","PR","G5-1","63","15","Stipe_PR_G5-1_63_15",2018-06-26,295,NA,NA,2.49,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE07_63_15"
"GE07","PO  10093","PR","G5-1","63","15","Stipe_PR_G5-1_63_15",2019-07-09,293,256,NA,2.91,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE07_63_15"
"GE07","PO  10093","PR","G5-1","63","15","Stipe_PR_G5-1_63_15",2020-05-13,270,250,NA,3.38,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE07_63_15"
"GE07","PO  10093","PR","G5-1","63","15","Stipe_PR_G5-1_63_15",2021-01-06,NA,NA,243,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE07_63_15"
"GE07","PO  10093","PR","G5-1","63","15","Stipe_PR_G5-1_63_15",2021-10-18,305,246,240,4.07,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE07_63_15"
"GE07","PO  10093","PR","G5-1","63","15","Stipe_PR_G5-1_63_15",2022-09-15,300,245,243,4.73,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE07_63_15"
"GE10","PO   9551","PR","G5-1","63","20","Stipe_PR_G5-1_63_20",2015-08-10,220,NA,NA,0.7,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE10_63_20"
"GE10","PO   9551","PR","G5-1","63","20","Stipe_PR_G5-1_63_20",2016-08-18,252,NA,NA,1.03,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE10_63_20"
"GE10","PO   9551","PR","G5-1","63","20","Stipe_PR_G5-1_63_20",2017-06-06,271,NA,NA,1.25,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE10_63_20"
"GE10","PO   9551","PR","G5-1","63","20","Stipe_PR_G5-1_63_20",2018-06-26,282,NA,NA,1.75,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE10_63_20"
"GE10","PO   9551","PR","G5-1","63","20","Stipe_PR_G5-1_63_20",2019-07-09,280,251,NA,2.15,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE10_63_20"
"GE10","PO   9551","PR","G5-1","63","20","Stipe_PR_G5-1_63_20",2020-05-13,273,253,NA,2.3,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE10_63_20"
"GE10","PO   9551","PR","G5-1","63","20","Stipe_PR_G5-1_63_20",2021-01-06,NA,NA,255,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE10_63_20"
"GE10","PO   9551","PR","G5-1","63","20","Stipe_PR_G5-1_63_20",2021-10-18,290,248,253,3,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE10_63_20"
"GE10","PO   9551","PR","G5-1","63","20","Stipe_PR_G5-1_63_20",2022-09-15,286,250,251,3.54,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE10_63_20"
"GE07","PO  10093","PR","G5-1","63","25","Stipe_PR_G5-1_63_25",2015-08-10,240,NA,NA,1.32,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE07_63_25"
"GE07","PO  10093","PR","G5-1","63","25","Stipe_PR_G5-1_63_25",2016-08-18,272,NA,NA,1.37,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE07_63_25"
"GE07","PO  10093","PR","G5-1","63","25","Stipe_PR_G5-1_63_25",2017-06-06,272,NA,NA,1.79,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE07_63_25"
"GE07","PO  10093","PR","G5-1","63","25","Stipe_PR_G5-1_63_25",2018-06-26,272,NA,NA,2.39,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE07_63_25"
"GE07","PO  10093","PR","G5-1","63","25","Stipe_PR_G5-1_63_25",2019-07-09,275,225,NA,2.84,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE07_63_25"
"GE07","PO  10093","PR","G5-1","63","25","Stipe_PR_G5-1_63_25",2020-05-13,267,220,NA,3.17,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE07_63_25"
"GE07","PO  10093","PR","G5-1","63","25","Stipe_PR_G5-1_63_25",2021-01-06,NA,NA,217,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE07_63_25"
"GE07","PO  10093","PR","G5-1","63","25","Stipe_PR_G5-1_63_25",2021-10-18,278,223,210,3.88,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE07_63_25"
"GE07","PO  10093","PR","G5-1","63","25","Stipe_PR_G5-1_63_25",2022-09-15,272,222,210,4.42,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE07_63_25"
"GE12","PO   9342","PR","G5-1","64","10","Stipe_PR_G5-1_64_10",2015-08-10,252,NA,NA,1.22,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE12_64_10"
"GE12","PO   9342","PR","G5-1","64","10","Stipe_PR_G5-1_64_10",2016-08-18,273,NA,NA,1.45,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE12_64_10"
"GE12","PO   9342","PR","G5-1","64","10","Stipe_PR_G5-1_64_10",2017-06-06,281,NA,NA,1.85,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE12_64_10"
"GE12","PO   9342","PR","G5-1","64","10","Stipe_PR_G5-1_64_10",2018-06-26,290,NA,NA,2.22,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE12_64_10"
"GE12","PO   9342","PR","G5-1","64","10","Stipe_PR_G5-1_64_10",2019-07-09,290,216,NA,2.92,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE12_64_10"
"GE12","PO   9342","PR","G5-1","64","10","Stipe_PR_G5-1_64_10",2020-05-13,273,213,NA,3.08,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE12_64_10"
"GE12","PO   9342","PR","G5-1","64","10","Stipe_PR_G5-1_64_10",2021-01-06,NA,NA,221,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE12_64_10"
"GE12","PO   9342","PR","G5-1","64","10","Stipe_PR_G5-1_64_10",2021-10-18,295,214,215,3.7,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE12_64_10"
"GE12","PO   9342","PR","G5-1","64","10","Stipe_PR_G5-1_64_10",2022-09-15,282,214,216,4,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE12_64_10"
"GE12","PO   9342","PR","G5-1","64","11","Stipe_PR_G5-1_64_11",2015-08-10,255,NA,NA,1.02,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE12_64_11"
"GE12","PO   9342","PR","G5-1","64","11","Stipe_PR_G5-1_64_11",2016-08-18,286,NA,NA,1.05,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE12_64_11"
"GE12","PO   9342","PR","G5-1","64","11","Stipe_PR_G5-1_64_11",2017-06-06,298,NA,NA,1.47,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE12_64_11"
"GE12","PO   9342","PR","G5-1","64","11","Stipe_PR_G5-1_64_11",2018-06-26,309,NA,NA,1.85,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE12_64_11"
"GE12","PO   9342","PR","G5-1","64","11","Stipe_PR_G5-1_64_11",2019-07-09,293,235,NA,2.24,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE12_64_11"
"GE12","PO   9342","PR","G5-1","64","11","Stipe_PR_G5-1_64_11",2020-05-13,270,234,NA,2.5,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE12_64_11"
"GE12","PO   9342","PR","G5-1","64","11","Stipe_PR_G5-1_64_11",2021-01-06,NA,NA,241,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE12_64_11"
"GE12","PO   9342","PR","G5-1","64","11","Stipe_PR_G5-1_64_11",2021-10-18,283,238,234,3.2,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE12_64_11"
"GE12","PO   9342","PR","G5-1","64","11","Stipe_PR_G5-1_64_11",2022-09-15,285,235,236,3.57,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE12_64_11"
"GE07","PO  10093","PR","G5-1","64","16","Stipe_PR_G5-1_64_16",2015-08-10,240,NA,NA,1.09,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE07_64_16"
"GE07","PO  10093","PR","G5-1","64","16","Stipe_PR_G5-1_64_16",2016-08-18,269,NA,NA,1.11,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE07_64_16"
"GE07","PO  10093","PR","G5-1","64","16","Stipe_PR_G5-1_64_16",2017-06-06,284,NA,NA,1.53,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE07_64_16"
"GE07","PO  10093","PR","G5-1","64","16","Stipe_PR_G5-1_64_16",2018-06-26,181,NA,NA,2.94,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE07_64_16"
"GE07","PO  10093","PR","G5-1","64","16","Stipe_PR_G5-1_64_16",2019-07-09,288,216,NA,2.5,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE07_64_16"
"GE07","PO  10093","PR","G5-1","64","16","Stipe_PR_G5-1_64_16",2020-05-13,263,216,NA,3,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE07_64_16"
"GE07","PO  10093","PR","G5-1","64","16","Stipe_PR_G5-1_64_16",2021-01-06,NA,NA,228,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE07_64_16"
"GE07","PO  10093","PR","G5-1","64","16","Stipe_PR_G5-1_64_16",2021-10-18,284,220,227,3.79,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE07_64_16"
"GE07","PO  10093","PR","G5-1","64","16","Stipe_PR_G5-1_64_16",2022-09-15,270,217,223,4.12,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE07_64_16"
"GE17","PO   9660","PR","G5-1","64","25","Stipe_PR_G5-1_64_25",2015-08-10,226,NA,NA,1.16,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE17_64_25"
"GE17","PO   9660","PR","G5-1","64","25","Stipe_PR_G5-1_64_25",2016-08-18,243,NA,NA,1.68,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE17_64_25"
"GE17","PO   9660","PR","G5-1","64","25","Stipe_PR_G5-1_64_25",2017-06-06,246,NA,NA,2.06,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE17_64_25"
"GE17","PO   9660","PR","G5-1","64","25","Stipe_PR_G5-1_64_25",2018-06-26,251,NA,NA,2.54,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE17_64_25"
"GE17","PO   9660","PR","G5-1","64","25","Stipe_PR_G5-1_64_25",2019-07-09,239,213,NA,3.25,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE17_64_25"
"GE17","PO   9660","PR","G5-1","64","25","Stipe_PR_G5-1_64_25",2020-05-13,240,213,NA,3.7,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE17_64_25"
"GE17","PO   9660","PR","G5-1","64","25","Stipe_PR_G5-1_64_25",2021-01-06,NA,NA,214,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE17_64_25"
"GE17","PO   9660","PR","G5-1","64","25","Stipe_PR_G5-1_64_25",2021-10-18,243,210,219,4.4,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE17_64_25"
"GE17","PO   9660","PR","G5-1","64","25","Stipe_PR_G5-1_64_25",2022-09-15,247,213,218,5.02,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE17_64_25"
"GE17","PO   9660","PR","G5-1","64","26","Stipe_PR_G5-1_64_26",2015-08-10,260,NA,NA,1.23,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE17_64_26"
"GE17","PO   9660","PR","G5-1","64","26","Stipe_PR_G5-1_64_26",2016-08-18,287,NA,NA,1.55,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE17_64_26"
"GE17","PO   9660","PR","G5-1","64","26","Stipe_PR_G5-1_64_26",2017-06-06,292,NA,NA,2.33,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE17_64_26"
"GE17","PO   9660","PR","G5-1","64","26","Stipe_PR_G5-1_64_26",2018-06-26,294,NA,NA,2.81,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE17_64_26"
"GE17","PO   9660","PR","G5-1","64","26","Stipe_PR_G5-1_64_26",2019-07-09,290,205,NA,3.5,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE17_64_26"
"GE17","PO   9660","PR","G5-1","64","26","Stipe_PR_G5-1_64_26",2020-05-13,278,201,NA,3.97,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE17_64_26"
"GE17","PO   9660","PR","G5-1","64","26","Stipe_PR_G5-1_64_26",2021-01-06,NA,NA,211,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE17_64_26"
"GE17","PO   9660","PR","G5-1","64","26","Stipe_PR_G5-1_64_26",2021-10-18,301,204,208,4.67,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE17_64_26"
"GE17","PO   9660","PR","G5-1","64","26","Stipe_PR_G5-1_64_26",2022-09-15,290,200,203,5.16,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE17_64_26"
"GE16","PO   9400","PR","G5-1","64","4","Stipe_PR_G5-1_64_4",2016-08-18,271,NA,NA,1.69,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE16_64_4"
"GE16","PO   9400","PR","G5-1","64","4","Stipe_PR_G5-1_64_4",2017-06-06,276,NA,NA,2.23,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE16_64_4"
"GE16","PO   9400","PR","G5-1","64","4","Stipe_PR_G5-1_64_4",2018-06-26,284,NA,NA,2.71,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE16_64_4"
"GE16","PO   9400","PR","G5-1","64","4","Stipe_PR_G5-1_64_4",2019-07-09,289,219,NA,3.51,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE16_64_4"
"GE16","PO   9400","PR","G5-1","64","4","Stipe_PR_G5-1_64_4",2020-05-13,273,220,NA,3.78,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE16_64_4"
"GE16","PO   9400","PR","G5-1","64","4","Stipe_PR_G5-1_64_4",2021-01-06,NA,NA,225,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE16_64_4"
"GE16","PO   9400","PR","G5-1","64","4","Stipe_PR_G5-1_64_4",2021-10-18,290,220,228,4.6,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE16_64_4"
"GE16","PO   9400","PR","G5-1","64","4","Stipe_PR_G5-1_64_4",2022-09-15,285,218,230,5.02,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE16_64_4"
"GE16","PO   9400","PR","G5-1","64","5","Stipe_PR_G5-1_64_5",2015-08-10,232,NA,NA,1.05,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE16_64_5"
"GE16","PO   9400","PR","G5-1","64","5","Stipe_PR_G5-1_64_5",2016-08-18,263,NA,NA,1.37,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE16_64_5"
"GE16","PO   9400","PR","G5-1","64","5","Stipe_PR_G5-1_64_5",2017-06-06,268,NA,NA,1.74,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE16_64_5"
"GE16","PO   9400","PR","G5-1","64","5","Stipe_PR_G5-1_64_5",2018-06-26,260,NA,NA,2.15,NA,NA,NA,NA,2010-05-01,97,"PR_G5-1_GE16_64_5"
"GE16","PO   9400","PR","G5-1","64","5","Stipe_PR_G5-1_64_5",2019-07-09,266,225,NA,2.81,NA,NA,NA,NA,2010-05-01,110,"PR_G5-1_GE16_64_5"
"GE16","PO   9400","PR","G5-1","64","5","Stipe_PR_G5-1_64_5",2020-05-13,232,222,NA,3.15,NA,NA,NA,NA,2010-05-01,120,"PR_G5-1_GE16_64_5"
"GE16","PO   9400","PR","G5-1","64","5","Stipe_PR_G5-1_64_5",2021-01-06,NA,NA,222,NA,NA,NA,NA,NA,2010-05-01,128,"PR_G5-1_GE16_64_5"
"GE16","PO   9400","PR","G5-1","64","5","Stipe_PR_G5-1_64_5",2021-10-18,243,228,220,3.83,NA,NA,NA,NA,2010-05-01,137,"PR_G5-1_GE16_64_5"
"GE16","PO   9400","PR","G5-1","64","5","Stipe_PR_G5-1_64_5",2022-09-15,259,223,220,4.16,NA,NA,NA,NA,2010-05-01,148,"PR_G5-1_GE16_64_5"
"GE16","PO   9400","PR","G5-1","64","6","Stipe_PR_G5-1_64_6",2015-08-10,232,NA,NA,1.27,NA,NA,NA,NA,2010-05-01,63,"PR_G5-1_GE16_64_6"
"GE16","PO   9400","PR","G5-1","64","6","Stipe_PR_G5-1_64_6",2016-08-18,255,NA,NA,1.59,NA,NA,NA,NA,2010-05-01,75,"PR_G5-1_GE16_64_6"
"GE16","PO   9400","PR","G5-1","64","6","Stipe_PR_G5-1_64_6",2017-06-06,253,NA,NA,2.04,NA,NA,NA,NA,2010-05-01,85,"PR_G5-1_GE16_64_6"
