TreeId,MAP,Site,IdGenotype,sum_n_bunch_mes,cum_n_bunch_mes,Date
PR_G5-1_1_GE12_10_4,34,PR,GE12,0,0,2013-03-29
PR_G5-1_1_GE12_10_4,35,PR,GE12,0,0,2013-04-30
PR_G5-1_1_GE12_10_4,36,PR,GE12,0,0,2013-05-10
PR_G5-1_1_GE12_10_4,37,PR,GE12,0,0,2013-06-08
PR_G5-1_1_GE12_10_4,45,PR,GE12,10,10,2014-02-22
PR_G5-1_1_GE12_10_4,46,PR,GE12,3,13,2014-03-31
PR_G5-1_1_GE12_10_4,47,PR,GE12,3,16,2014-04-28
PR_G5-1_1_GE12_10_4,48,PR,GE12,2,18,2014-05-16
PR_G5-1_1_GE12_10_4,49,PR,GE12,3,21,2014-06-13
PR_G5-1_1_GE12_10_4,50,PR,GE12,2,23,2014-07-11
PR_G5-1_1_GE12_10_4,51,PR,GE12,2,25,2014-08-27
PR_G5-1_1_GE12_10_4,58,PR,GE12,1,26,2015-03-20
PR_G5-1_1_GE12_10_4,59,PR,GE12,4,30,2015-04-27
PR_G5-1_1_GE12_10_4,60,PR,GE12,5,35,2015-05-25
PR_G5-1_1_GE12_10_4,61,PR,GE12,1,36,2015-06-12
PR_G5-1_1_GE12_10_4,62,PR,GE12,4,40,2015-07-29
PR_G5-1_1_GE12_10_4,63,PR,GE12,2,42,2015-08-26
PR_G5-1_1_GE12_10_4,64,PR,GE12,3,45,2015-09-23
PR_G5-1_1_GE12_10_4,65,PR,GE12,2,47,2015-10-30
PR_G5-1_1_GE12_10_4,66,PR,GE12,2,49,2015-11-18
PR_G5-1_1_GE12_10_4,74,PR,GE12,4,53,2016-07-27
PR_G5-1_1_GE12_10_4,75,PR,GE12,2,55,2016-08-24
PR_G5-1_1_GE12_10_4,76,PR,GE12,3,58,2016-09-30
PR_G5-1_1_GE12_10_4,77,PR,GE12,2,60,2016-10-28
PR_G5-1_1_GE12_10_4,78,PR,GE12,2,62,2016-11-25
PR_G5-1_1_GE12_10_4,79,PR,GE12,2,64,2016-12-23
PR_G5-1_1_GE12_10_4,87,PR,GE12,2,66,2017-08-14
PR_G5-1_1_GE12_10_4,88,PR,GE12,3,69,2017-09-29
PR_G5-1_1_GE12_10_4,89,PR,GE12,2,71,2017-10-27
PR_G5-1_1_GE12_10_4,90,PR,GE12,2,73,2017-11-24
PR_G5-1_1_GE12_10_4,93,PR,GE12,2,75,2018-02-26
PR_G5-1_1_GE12_10_4,96,PR,GE12,1,76,2018-05-30
PR_G5-1_1_GE12_10_4,97,PR,GE12,1,77,2018-06-27
PR_G5-1_1_GE12_10_4,100,PR,GE12,3,82,2018-09-28
PR_G5-1_1_GE12_10_4,99,PR,GE12,2,81,2018-08-31
PR_G5-1_1_GE12_10_4,104,PR,GE12,2,84,2019-01-28
PR_G5-1_1_GE12_10_4,105,PR,GE12,1,85,2019-02-25
PR_G5-1_1_GE12_10_4,106,PR,GE12,2,87,2019-03-15
PR_G5-1_1_GE12_10_4,107,PR,GE12,1,88,2019-04-03
PR_G5-1_1_GE12_10_4,110,PR,GE12,2,90,2019-07-24
PR_G5-1_1_GE12_10_4,111,PR,GE12,3,93,2019-08-30
PR_G5-1_1_GE12_10_4,112,PR,GE12,1,94,2019-09-18
PR_G5-1_1_GE12_10_4,122,PR,GE12,2,96,2020-07-14
PR_G5-1_1_GE12_10_4,125,PR,GE12,1,97,2020-10-16
PR_G5-1_1_GE12_10_4,126,PR,GE12,1,98,2020-11-03
PR_G5-1_1_GE12_10_4,132,PR,GE12,1,99,2021-05-12
PR_G5-1_1_GE12_10_4,138,PR,GE12,1,100,2021-11-05
PR_G5-1_1_GE12_10_4,142,PR,GE12,2,102,2022-03-28
PR_G5-1_1_GE12_10_4,143,PR,GE12,1,103,2022-04-08
PR_G5-1_1_GE12_10_4,144,PR,GE12,2,105,2022-05-02
PR_G5-1_1_GE12_10_4,146,PR,GE12,1,106,2022-07-11
PR_G5-1_1_GE12_10_4,147,PR,GE12,1,107,2022-08-03
PR_G5-1_1_GE12_10_4,148,PR,GE12,1,108,2022-09-19
PR_G5-1_1_GE12_10_4,149,PR,GE12,1,109,2022-10-12
PR_G5-1_1_GE12_10_4,150,PR,GE12,2,111,2022-11-28
PR_G5-1_1_GE12_10_4,157,PR,GE12,4,115,2023-06-30
PR_G5-1_1_GE12_10_4,158,PR,GE12,1,116,2023-07-13
PR_G5-1_1_GE12_10_4,159,PR,GE12,1,117,2023-08-05
PR_G5-1_1_GE12_10_4,160,PR,GE12,2,119,2023-09-21
PR_G5-1_1_GE12_10_4,161,PR,GE12,3,122,2023-10-26
PR_G5-1_1_GE12_10_4,162,PR,GE12,1,123,2023-11-18
PR_G5-1_1_GE12_10_4,163,PR,GE12,1,124,2023-12-12
PR_G5-1_1_GE12_10_4,164,PR,GE12,1,125,2024-01-04
PR_G5-1_1_GE12_10_5,35,PR,GE12,0,0,2013-04-30
PR_G5-1_1_GE12_10_5,36,PR,GE12,0,0,2013-05-20
PR_G5-1_1_GE12_10_5,39,PR,GE12,0,0,2013-08-30
PR_G5-1_1_GE12_10_5,40,PR,GE12,0,0,2013-09-30
PR_G5-1_1_GE12_10_5,42,PR,GE12,0,0,2013-11-18
PR_G5-1_1_GE12_10_5,43,PR,GE12,0,0,2013-12-06
PR_G5-1_1_GE12_10_5,44,PR,GE12,0,1,2014-01-24
PR_G5-1_1_GE12_10_5,45,PR,GE12,4,4,2014-02-13
PR_G5-1_1_GE12_10_5,46,PR,GE12,4,8,2014-03-31
PR_G5-1_1_GE12_10_5,47,PR,GE12,1,9,2014-04-28
PR_G5-1_1_GE12_10_5,48,PR,GE12,3,12,2014-05-26
PR_G5-1_1_GE12_10_5,49,PR,GE12,2,14,2014-06-13
PR_G5-1_1_GE12_10_5,50,PR,GE12,2,16,2014-07-21
PR_G5-1_1_GE12_10_5,52,PR,GE12,1,17,2014-09-15
PR_G5-1_1_GE12_10_5,60,PR,GE12,4,21,2015-05-25
PR_G5-1_1_GE12_10_5,61,PR,GE12,3,24,2015-06-12
PR_G5-1_1_GE12_10_5,62,PR,GE12,4,28,2015-07-29
PR_G5-1_1_GE12_10_5,63,PR,GE12,3,31,2015-08-26
PR_G5-1_1_GE12_10_5,64,PR,GE12,1,32,2015-09-14
PR_G5-1_1_GE12_10_5,65,PR,GE12,3,35,2015-10-21
PR_G5-1_1_GE12_10_5,66,PR,GE12,1,36,2015-11-18
PR_G5-1_1_GE12_10_5,67,PR,GE12,1,37,2015-12-07
PR_G5-1_1_GE12_10_5,75,PR,GE12,3,40,2016-08-15
PR_G5-1_1_GE12_10_5,76,PR,GE12,5,45,2016-09-21
PR_G5-1_1_GE12_10_5,77,PR,GE12,3,48,2016-10-28
PR_G5-1_1_GE12_10_5,78,PR,GE12,1,49,2016-11-16
PR_G5-1_1_GE12_10_5,79,PR,GE12,1,50,2016-12-23
PR_G5-1_1_GE12_10_5,80,PR,GE12,2,52,2017-01-30
PR_G5-1_1_GE12_10_5,89,PR,GE12,2,54,2017-10-27
PR_G5-1_1_GE12_10_5,90,PR,GE12,2,57,2017-11-24
PR_G5-1_1_GE12_10_5,91,PR,GE12,1,56,2017-12-04
PR_G5-1_1_GE12_10_5,97,PR,GE12,1,58,2018-06-18
PR_G5-1_1_GE12_10_5,98,PR,GE12,1,59,2018-07-06
PR_G5-1_1_GE12_10_5,105,PR,GE12,2,61,2019-02-25
PR_G5-1_1_GE12_10_5,108,PR,GE12,3,64,2019-05-29
PR_G5-1_1_GE12_10_5,109,PR,GE12,2,66,2019-06-26
PR_G5-1_1_GE12_10_5,110,PR,GE12,1,67,2019-07-15
PR_G5-1_1_GE12_10_5,111,PR,GE12,1,68,2019-08-02
PR_G5-1_1_GE12_10_5,112,PR,GE12,1,69,2019-09-09
PR_G5-1_1_GE12_10_5,113,PR,GE12,1,70,2019-10-07
PR_G5-1_1_GE12_10_5,122,PR,GE12,1,71,2020-07-04
PR_G5-1_1_GE12_10_5,127,PR,GE12,1,72,2020-12-19
PR_G5-1_1_GE12_10_5,139,PR,GE12,2,74,2021-12-22
PR_G5-1_1_GE12_10_5,144,PR,GE12,1,75,2022-05-02
PR_G5-1_1_GE12_10_5,148,PR,GE12,1,76,2022-09-30
PR_G5-1_1_GE12_10_5,150,PR,GE12,1,77,2022-11-16
PR_G5-1_1_GE12_10_5,154,PR,GE12,2,79,2023-03-29
PR_G5-1_1_GE12_10_5,155,PR,GE12,1,80,2023-04-21
PR_G5-1_1_GE12_10_5,156,PR,GE12,1,81,2023-05-15
PR_G5-1_1_GE12_10_5,157,PR,GE12,2,83,2023-06-30
PR_G5-1_1_GE12_10_5,159,PR,GE12,1,84,2023-08-05
PR_G5-1_1_GE12_10_5,160,PR,GE12,1,85,2023-09-09
PR_G5-1_1_GE12_10_5,161,PR,GE12,1,86,2023-10-03
PR_G5-1_1_GE12_10_5,162,PR,GE12,1,87,2023-11-07
PR_G5-1_2_GE16_13_3,35,PR,GE16,0,0,2013-04-10
PR_G5-1_2_GE16_13_3,41,PR,GE16,0,0,2013-10-21
PR_G5-1_2_GE16_13_3,42,PR,GE16,0,0,2013-11-18
PR_G5-1_2_GE16_13_3,43,PR,GE16,0,0,2013-12-06
PR_G5-1_2_GE16_13_3,44,PR,GE16,0,0,2014-01-14
PR_G5-1_2_GE16_13_3,45,PR,GE16,4,4,2014-02-22
PR_G5-1_2_GE16_13_3,46,PR,GE16,2,7,2014-03-31
PR_G5-1_2_GE16_13_3,47,PR,GE16,2,8,2014-04-28
PR_G5-1_2_GE16_13_3,48,PR,GE16,2,10,2014-05-26
PR_G5-1_2_GE16_13_3,49,PR,GE16,3,13,2014-06-23
PR_G5-1_2_GE16_13_3,50,PR,GE16,2,15,2014-07-21
PR_G5-1_2_GE16_13_3,51,PR,GE16,3,18,2014-08-27
PR_G5-1_2_GE16_13_3,52,PR,GE16,2,20,2014-09-15
PR_G5-1_2_GE16_13_3,53,PR,GE16,2,22,2014-10-31
PR_G5-1_2_GE16_13_3,55,PR,GE16,1,23,2014-12-08
PR_G5-1_2_GE16_13_3,58,PR,GE16,3,27,2015-03-11
PR_G5-1_2_GE16_13_3,57,PR,GE16,1,25,2015-02-20
PR_G5-1_2_GE16_13_3,59,PR,GE16,5,32,2015-04-17
PR_G5-1_2_GE16_13_3,60,PR,GE16,3,35,2015-05-25
PR_G5-1_2_GE16_13_3,61,PR,GE16,2,37,2015-06-22
PR_G5-1_2_GE16_13_3,62,PR,GE16,4,41,2015-07-29
PR_G5-1_2_GE16_13_3,63,PR,GE16,2,43,2015-08-26
PR_G5-1_2_GE16_13_3,64,PR,GE16,2,45,2015-09-23
PR_G5-1_2_GE16_13_3,71,PR,GE16,6,51,2016-04-15
PR_G5-1_2_GE16_13_3,72,PR,GE16,2,53,2016-05-13
PR_G5-1_2_GE16_13_3,73,PR,GE16,2,55,2016-06-29
PR_G5-1_2_GE16_13_3,74,PR,GE16,2,57,2016-07-27
PR_G5-1_2_GE16_13_3,75,PR,GE16,1,58,2016-08-15
PR_G5-1_2_GE16_13_3,76,PR,GE16,2,60,2016-09-12
PR_G5-1_2_GE16_13_3,77,PR,GE16,2,62,2016-10-28
PR_G5-1_2_GE16_13_3,82,PR,GE16,1,63,2017-03-17
PR_G5-1_2_GE16_13_3,83,PR,GE16,2,65,2017-04-05
PR_G5-1_2_GE16_13_3,87,PR,GE16,2,67,2017-08-23
PR_G5-1_2_GE16_13_3,88,PR,GE16,2,69,2017-09-29
PR_G5-1_2_GE16_13_3,89,PR,GE16,1,70,2017-10-09
PR_G5-1_2_GE16_13_3,90,PR,GE16,1,71,2017-11-06
PR_G5-1_2_GE16_13_3,92,PR,GE16,4,75,2018-01-19
PR_G5-1_2_GE16_13_3,93,PR,GE16,3,78,2018-02-26
PR_G5-1_2_GE16_13_3,94,PR,GE16,1,79,2018-03-26
PR_G5-1_2_GE16_13_3,104,PR,GE16,6,85,2019-01-28
PR_G5-1_2_GE16_13_3,105,PR,GE16,2,87,2019-02-25
PR_G5-1_2_GE16_13_3,106,PR,GE16,1,88,2019-03-15
PR_G5-1_2_GE16_13_3,107,PR,GE16,2,90,2019-04-22
PR_G5-1_2_GE16_13_3,117,PR,GE16,2,92,2020-02-24
PR_G5-1_2_GE16_13_3,118,PR,GE16,1,93,2020-03-13
PR_G5-1_2_GE16_13_3,119,PR,GE16,2,95,2020-04-20
PR_G5-1_2_GE16_13_3,121,PR,GE16,1,96,2020-06-15
PR_G5-1_2_GE16_13_3,122,PR,GE16,1,97,2020-07-04
PR_G5-1_2_GE16_13_3,123,PR,GE16,2,99,2020-08-18
PR_G5-1_2_GE16_13_3,124,PR,GE16,1,100,2020-09-23
PR_G5-1_2_GE16_13_3,125,PR,GE16,1,101,2020-10-05
PR_G5-1_2_GE16_13_3,130,PR,GE16,3,104,2021-03-26
PR_G5-1_2_GE16_13_3,131,PR,GE16,1,105,2021-04-07
PR_G5-1_2_GE16_13_3,137,PR,GE16,1,106,2021-10-13
PR_G5-1_2_GE16_13_3,141,PR,GE16,1,107,2022-02-09
PR_G5-1_2_GE16_13_3,142,PR,GE16,2,109,2022-03-16
PR_G5-1_2_GE16_13_3,143,PR,GE16,1,110,2022-04-08
PR_G5-1_2_GE16_13_3,152,PR,GE16,1,111,2023-01-27
PR_G5-1_2_GE16_13_3,153,PR,GE16,1,112,2023-02-08
PR_G5-1_2_GE16_13_3,154,PR,GE16,1,113,2023-03-29
PR_G5-1_2_GE16_13_3,155,PR,GE16,1,114,2023-04-10
PR_G5-1_2_GE16_13_3,156,PR,GE16,1,115,2023-05-03
PR_G5-1_2_GE16_13_3,160,PR,GE16,2,117,2023-09-21
PR_G5-1_2_GE16_13_3,164,PR,GE16,2,119,2024-01-22
PR_G5-1_2_GE16_13_3,165,PR,GE16,2,121,2024-02-08
PR_G5-1_2_GE16_13_3,166,PR,GE16,3,124,2024-03-26
PR_G5-1_1_GE06_14_14,34,PR,GE06,0,0,2013-03-29
PR_G5-1_1_GE06_14_14,35,PR,GE06,0,0,2013-04-19
PR_G5-1_1_GE06_14_14,36,PR,GE06,0,0,2013-05-30
PR_G5-1_1_GE06_14_14,37,PR,GE06,0,0,2013-06-28
PR_G5-1_1_GE06_14_14,38,PR,GE06,0,0,2013-07-22
PR_G5-1_1_GE06_14_14,39,PR,GE06,0,0,2013-08-20
PR_G5-1_1_GE06_14_14,40,PR,GE06,0,0,2013-09-19
PR_G5-1_1_GE06_14_14,41,PR,GE06,0,0,2013-10-29
PR_G5-1_1_GE06_14_14,42,PR,GE06,0,0,2013-11-18
PR_G5-1_1_GE06_14_14,43,PR,GE06,0,0,2013-12-06
PR_G5-1_1_GE06_14_14,44,PR,GE06,0,0,2014-01-14
PR_G5-1_1_GE06_14_14,45,PR,GE06,4,4,2014-02-22
PR_G5-1_1_GE06_14_14,46,PR,GE06,3,7,2014-03-21
PR_G5-1_1_GE06_14_14,47,PR,GE06,2,9,2014-04-28
PR_G5-1_1_GE06_14_14,48,PR,GE06,3,12,2014-05-26
PR_G5-1_1_GE06_14_14,49,PR,GE06,2,14,2014-06-13
PR_G5-1_1_GE06_14_14,50,PR,GE06,2,16,2014-07-21
PR_G5-1_1_GE06_14_14,51,PR,GE06,3,19,2014-08-27
PR_G5-1_1_GE06_14_14,52,PR,GE06,2,21,2014-09-15
PR_G5-1_1_GE06_14_14,53,PR,GE06,2,23,2014-10-13
PR_G5-1_1_GE06_14_14,54,PR,GE06,3,26,2014-11-28
PR_G5-1_1_GE06_14_14,55,PR,GE06,1,27,2014-12-16
PR_G5-1_1_GE06_14_14,56,PR,GE06,4,31,2015-01-23
PR_G5-1_1_GE06_14_14,57,PR,GE06,2,33,2015-02-20
PR_G5-1_1_GE06_14_14,58,PR,GE06,5,38,2015-03-30
PR_G5-1_1_GE06_14_14,59,PR,GE06,3,41,2015-04-27
PR_G5-1_1_GE06_14_14,60,PR,GE06,3,44,2015-05-25
PR_G5-1_1_GE06_14_14,61,PR,GE06,3,47,2015-06-22
PR_G5-1_1_GE06_14_14,62,PR,GE06,2,49,2015-07-29
PR_G5-1_1_GE06_14_14,63,PR,GE06,2,51,2015-08-26
PR_G5-1_1_GE06_14_14,64,PR,GE06,2,53,2015-09-14
PR_G5-1_1_GE06_14_14,65,PR,GE06,1,54,2015-10-12
PR_G5-1_1_GE06_14_14,68,PR,GE06,4,58,2016-01-04
PR_G5-1_1_GE06_14_14,69,PR,GE06,5,63,2016-02-19
PR_G5-1_1_GE06_14_14,70,PR,GE06,3,66,2016-03-09
PR_G5-1_1_GE06_14_14,71,PR,GE06,3,69,2016-04-15
PR_G5-1_1_GE06_14_14,72,PR,GE06,3,72,2016-05-23
PR_G5-1_1_GE06_14_14,73,PR,GE06,4,76,2016-06-29
PR_G5-1_1_GE06_14_14,74,PR,GE06,2,78,2016-07-27
PR_G5-1_1_GE06_14_14,75,PR,GE06,1,79,2016-08-24
PR_G5-1_1_GE06_14_14,76,PR,GE06,1,80,2016-09-12
PR_G5-1_1_GE06_14_14,80,PR,GE06,2,82,2017-01-30
PR_G5-1_1_GE06_14_14,81,PR,GE06,4,86,2017-02-27
PR_G5-1_1_GE06_14_14,82,PR,GE06,2,88,2017-03-17
PR_G5-1_1_GE06_14_14,85,PR,GE06,2,90,2017-06-19
PR_G5-1_1_GE06_14_14,86,PR,GE06,2,92,2017-07-17
PR_G5-1_1_GE06_14_14,87,PR,GE06,2,94,2017-08-23
PR_G5-1_1_GE06_14_14,88,PR,GE06,2,96,2017-09-29
PR_G5-1_1_GE06_14_14,89,PR,GE06,1,97,2017-10-09
PR_G5-1_1_GE06_14_14,91,PR,GE06,1,98,2017-12-04
PR_G5-1_1_GE06_14_14,90,PR,GE06,1,99,2017-11-15
PR_G5-1_1_GE06_14_14,92,PR,GE06,2,101,2018-01-01
PR_G5-1_1_GE06_14_14,96,PR,GE06,3,104,2018-05-30
PR_G5-1_1_GE06_14_14,97,PR,GE06,2,106,2018-06-27
PR_G5-1_1_GE06_14_14,98,PR,GE06,2,108,2018-07-25
PR_G5-1_1_GE06_14_14,99,PR,GE06,2,110,2018-08-22
PR_G5-1_1_GE06_14_14,100,PR,GE06,2,112,2018-09-19
PR_G5-1_1_GE06_14_14,101,PR,GE06,2,114,2018-10-26
PR_G5-1_1_GE06_14_14,102,PR,GE06,2,116,2018-11-14
PR_G5-1_1_GE06_14_14,103,PR,GE06,2,118,2018-12-21
PR_G5-1_1_GE06_14_14,104,PR,GE06,2,120,2019-01-28
PR_G5-1_1_GE06_14_14,105,PR,GE06,1,121,2019-02-15
PR_G5-1_1_GE06_14_14,110,PR,GE06,4,125,2019-07-24
PR_G5-1_1_GE06_14_14,111,PR,GE06,2,127,2019-08-21
PR_G5-1_1_GE06_14_14,112,PR,GE06,2,129,2019-09-18
PR_G5-1_1_GE06_14_14,113,PR,GE06,2,131,2019-10-25
PR_G5-1_1_GE06_14_14,114,PR,GE06,2,133,2019-11-22
PR_G5-1_1_GE06_14_14,115,PR,GE06,2,135,2019-12-30
PR_G5-1_1_GE06_14_14,120,PR,GE06,1,136,2020-05-27
PR_G5-1_1_GE06_14_14,121,PR,GE06,2,138,2020-06-15
PR_G5-1_1_GE06_14_14,122,PR,GE06,1,139,2020-07-25
PR_G5-1_1_GE06_14_14,123,PR,GE06,2,141,2020-08-29
PR_G5-1_1_GE06_14_14,124,PR,GE06,2,143,2020-09-23
PR_G5-1_1_GE06_14_14,125,PR,GE06,1,144,2020-10-05
PR_G5-1_1_GE06_14_14,126,PR,GE06,3,147,2020-11-14
PR_G5-1_1_GE06_14_14,127,PR,GE06,1,148,2020-12-19
PR_G5-1_1_GE06_14_14,128,PR,GE06,2,150,2021-01-27
PR_G5-1_1_GE06_14_14,129,PR,GE06,1,151,2021-02-08
PR_G5-1_1_GE06_14_14,130,PR,GE06,3,154,2021-03-15
PR_G5-1_1_GE06_14_14,131,PR,GE06,1,155,2021-04-07
PR_G5-1_1_GE06_14_14,135,PR,GE06,3,158,2021-08-27
PR_G5-1_1_GE06_14_14,136,PR,GE06,1,159,2021-09-08
PR_G5-1_1_GE06_14_14,137,PR,GE06,1,160,2021-10-13
PR_G5-1_1_GE06_14_14,141,PR,GE06,1,161,2022-02-21
PR_G5-1_1_GE06_14_14,143,PR,GE06,1,162,2022-04-20
PR_G5-1_1_GE06_14_14,144,PR,GE06,1,163,2022-05-13
PR_G5-1_1_GE06_14_14,148,PR,GE06,1,164,2022-09-30
PR_G5-1_1_GE06_14_14,149,PR,GE06,1,165,2022-10-24
PR_G5-1_1_GE06_14_14,154,PR,GE06,2,167,2023-03-04
PR_G5-1_1_GE06_14_14,157,PR,GE06,2,169,2023-06-30
PR_G5-1_1_GE06_14_14,158,PR,GE06,1,170,2023-07-25
PR_G5-1_1_GE06_14_14,159,PR,GE06,2,172,2023-08-17
PR_G5-1_1_GE06_14_14,160,PR,GE06,1,173,2023-09-21
PR_G5-1_1_GE06_14_14,161,PR,GE06,2,175,2023-10-26
PR_G5-1_1_GE06_14_14,163,PR,GE06,1,176,2023-12-18
PR_G5-1_1_GE06_14_14,164,PR,GE06,2,178,2024-01-22
PR_G5-1_1_GE06_14_14,168,PR,GE06,1,179,2024-05-20
PR_G5-1_1_GE06_14_14,169,PR,GE06,2,181,2024-06-06
PR_G5-1_1_GE06_14_15,35,PR,GE06,0,0,2013-04-30
PR_G5-1_1_GE06_14_15,39,PR,GE06,0,0,2013-08-30
PR_G5-1_1_GE06_14_15,40,PR,GE06,0,0,2013-09-30
PR_G5-1_1_GE06_14_15,41,PR,GE06,0,0,2013-10-09
PR_G5-1_1_GE06_14_15,42,PR,GE06,0,0,2013-11-18
PR_G5-1_1_GE06_14_15,43,PR,GE06,0,0,2013-12-06
PR_G5-1_1_GE06_14_15,44,PR,GE06,0,0,2014-01-14
PR_G5-1_1_GE06_14_15,45,PR,GE06,4,4,2014-02-22
PR_G5-1_1_GE06_14_15,46,PR,GE06,3,7,2014-03-31
PR_G5-1_1_GE06_14_15,47,PR,GE06,2,9,2014-04-18
PR_G5-1_1_GE06_14_15,48,PR,GE06,2,11,2014-05-26
PR_G5-1_1_GE06_14_15,49,PR,GE06,2,13,2014-06-23
PR_G5-1_1_GE06_14_15,50,PR,GE06,2,15,2014-07-21
PR_G5-1_1_GE06_14_15,51,PR,GE06,3,18,2014-08-27
PR_G5-1_1_GE06_14_15,52,PR,GE06,2,20,2014-09-24
PR_G5-1_1_GE06_14_15,53,PR,GE06,2,22,2014-10-31
PR_G5-1_1_GE06_14_15,54,PR,GE06,3,25,2014-11-28
PR_G5-1_1_GE06_14_15,55,PR,GE06,1,26,2014-12-16
PR_G5-1_1_GE06_14_15,56,PR,GE06,2,28,2015-01-05
PR_G5-1_1_GE06_14_15,57,PR,GE06,4,32,2015-02-20
PR_G5-1_1_GE06_14_15,58,PR,GE06,4,36,2015-03-30
PR_G5-1_1_GE06_14_15,59,PR,GE06,2,38,2015-04-17
PR_G5-1_1_GE06_14_15,60,PR,GE06,3,41,2015-05-25
PR_G5-1_1_GE06_14_15,61,PR,GE06,1,42,2015-06-12
PR_G5-1_1_GE06_14_15,62,PR,GE06,4,46,2015-07-29
PR_G5-1_1_GE06_14_15,63,PR,GE06,1,47,2015-08-17
PR_G5-1_1_GE06_14_15,64,PR,GE06,2,49,2015-09-04
PR_G5-1_1_GE06_14_15,65,PR,GE06,1,50,2015-10-02
PR_G5-1_1_GE06_14_15,68,PR,GE06,2,52,2016-01-22
PR_G5-1_1_GE06_14_15,69,PR,GE06,4,56,2016-02-29
PR_G5-1_1_GE06_14_15,70,PR,GE06,3,59,2016-03-18
PR_G5-1_1_GE06_14_15,71,PR,GE06,2,61,2016-04-15
PR_G5-1_1_GE06_14_15,72,PR,GE06,2,63,2016-05-13
PR_G5-1_1_GE06_14_15,73,PR,GE06,3,66,2016-06-29
PR_G5-1_1_GE06_14_15,74,PR,GE06,3,69,2016-07-27
PR_G5-1_1_GE06_14_15,75,PR,GE06,1,70,2016-08-15
PR_G5-1_1_GE06_14_15,76,PR,GE06,2,72,2016-09-30
PR_G5-1_1_GE06_14_15,81,PR,GE06,3,75,2017-02-27
PR_G5-1_1_GE06_14_15,82,PR,GE06,4,79,2017-03-27
PR_G5-1_1_GE06_14_15,83,PR,GE06,2,81,2017-04-05
PR_G5-1_1_GE06_14_15,86,PR,GE06,2,83,2017-07-26
PR_G5-1_1_GE06_14_15,87,PR,GE06,2,85,2017-08-23
PR_G5-1_1_GE06_14_15,92,PR,GE06,2,87,2018-01-29
PR_G5-1_1_GE06_14_15,93,PR,GE06,3,90,2018-02-26
PR_G5-1_1_GE06_14_15,97,PR,GE06,1,91,2018-06-18
PR_G5-1_1_GE06_14_15,98,PR,GE06,2,93,2018-07-25
PR_G5-1_1_GE06_14_15,99,PR,GE06,1,94,2018-08-22
PR_G5-1_1_GE06_14_15,100,PR,GE06,1,95,2018-09-28
PR_G5-1_1_GE06_14_15,103,PR,GE06,4,99,2018-12-31
PR_G5-1_1_GE06_14_15,104,PR,GE06,2,101,2019-01-28
PR_G5-1_1_GE06_14_15,105,PR,GE06,1,102,2019-02-06
PR_G5-1_1_GE06_14_15,106,PR,GE06,3,105,2019-03-25
PR_G5-1_1_GE06_14_15,107,PR,GE06,1,106,2019-04-03
PR_G5-1_1_GE06_14_15,116,PR,GE06,4,110,2020-01-27
PR_G5-1_1_GE06_14_15,117,PR,GE06,1,111,2020-02-05
PR_G5-1_1_GE06_14_15,118,PR,GE06,1,112,2020-03-13
PR_G5-1_1_GE06_14_15,119,PR,GE06,1,113,2020-04-01
PR_G5-1_1_GE06_14_15,122,PR,GE06,1,114,2020-07-04
PR_G5-1_1_GE06_14_15,128,PR,GE06,3,118,2021-01-27
PR_G5-1_1_GE06_14_15,129,PR,GE06,1,117,2021-02-08
PR_G5-1_1_GE06_14_15,130,PR,GE06,1,119,2021-03-03
PR_G5-1_1_GE06_14_15,132,PR,GE06,1,120,2021-05-24
PR_G5-1_1_GE06_14_15,133,PR,GE06,2,122,2021-06-28
PR_G5-1_1_GE06_14_15,135,PR,GE06,1,123,2021-08-04
PR_G5-1_1_GE06_14_15,139,PR,GE06,1,124,2021-12-22
PR_G5-1_1_GE06_14_15,140,PR,GE06,3,127,2022-01-17
PR_G5-1_1_GE06_14_15,141,PR,GE06,1,128,2022-02-21
PR_G5-1_1_GE06_14_15,142,PR,GE06,1,129,2022-03-16
PR_G5-1_1_GE06_14_15,147,PR,GE06,2,131,2022-08-26
PR_G5-1_1_GE06_14_15,152,PR,GE06,6,137,2023-01-16
PR_G5-1_1_GE06_14_15,155,PR,GE06,2,139,2023-04-21
PR_G5-1_1_GE06_14_15,162,PR,GE06,2,141,2023-11-25
PR_G5-1_1_GE06_14_15,163,PR,GE06,3,144,2023-12-18
PR_G5-1_1_GE06_14_15,164,PR,GE06,2,146,2024-01-27
PR_G5-1_1_GE06_14_15,165,PR,GE06,1,147,2024-02-14
PR_G5-1_1_GE06_14_15,166,PR,GE06,1,148,2024-03-08
PR_G5-1_1_GE06_14_15,167,PR,GE06,0,148,2024-04-02
PR_G5-1_1_GE02_14_19,34,PR,GE02,0,0,2013-03-29
PR_G5-1_1_GE02_14_19,35,PR,GE02,0,0,2013-04-10
PR_G5-1_1_GE02_14_19,40,PR,GE02,0,0,2013-09-30
PR_G5-1_1_GE02_14_19,39,PR,GE02,0,0,2013-08-30
PR_G5-1_1_GE02_14_19,41,PR,GE02,0,0,2013-10-29
PR_G5-1_1_GE02_14_19,42,PR,GE02,0,0,2013-11-18
PR_G5-1_1_GE02_14_19,43,PR,GE02,0,0,2013-12-17
PR_G5-1_1_GE02_14_19,44,PR,GE02,0,0,2014-01-04
PR_G5-1_1_GE02_14_19,45,PR,GE02,4,4,2014-02-22
