TreeId,MAP,Site,IdGenotype,sum_of_fruit,Cumulated_n_fruit_mes,Date
PR_G5-1_1_GE02_14_19,46,PR,GE02,779.0,779,2014-03-31
PR_G5-1_1_GE02_14_19,48,PR,GE02,758.5,2296,2014-05-26
PR_G5-1_1_GE02_14_19,50,PR,GE02,609.0,2905,2014-07-21
PR_G5-1_1_GE02_14_19,51,PR,GE02,839.0,4583,2014-08-27
PR_G5-1_1_GE02_14_19,57,PR,GE02,899.0,5482,2015-02-11
PR_G5-1_1_GE02_14_19,58,PR,GE02,1044.0,7570,2015-03-30
PR_G5-1_1_GE02_14_19,59,PR,GE02,1245.0,8815,2015-04-27
PR_G5-1_1_GE02_14_19,61,PR,GE02,1070.0,9885,2015-06-12
PR_G5-1_1_GE02_14_19,62,PR,GE02,650.0,10535,2015-07-01
PR_G5-1_1_GE02_14_19,64,PR,GE02,1270.0,11805,2015-09-04
PR_G5-1_1_GE02_14_19,65,PR,GE02,1081.0,12886,2015-10-02
PR_G5-1_1_GE02_14_19,70,PR,GE02,1460.0,15806,2016-03-28
PR_G5-1_1_GE02_14_19,73,PR,GE02,1011.5,17829,2016-06-29
PR_G5-1_1_GE02_14_19,75,PR,GE02,770.0,18599,2016-08-24
PR_G5-1_1_GE02_14_19,76,PR,GE02,1110.5,20820,2016-09-30
PR_G5-1_1_GE02_14_19,85,PR,GE02,1144.5,23109,2017-06-28
PR_G5-1_1_GE02_14_19,87,PR,GE02,1147.0,24256,2017-08-23
PR_G5-1_1_GE02_14_19,88,PR,GE02,1160.0,25416,2017-09-01
PR_G5-1_1_GE02_14_19,89,PR,GE02,1645.0,28706,2017-10-27
PR_G5-1_1_GE02_14_19,90,PR,GE02,1771.0,30477,2017-11-24
PR_G5-1_1_GE02_14_19,92,PR,GE02,1667.0,32144,2018-01-29
PR_G5-1_1_GE02_14_19,98,PR,GE02,1116.0,33260,2018-07-25
PR_G5-1_1_GE02_14_19,100,PR,GE02,1307.0,35874,2018-09-28
PR_G5-1_1_GE02_14_19,102,PR,GE02,1662.0,37536,2018-11-05
PR_G5-1_1_GE02_14_19,103,PR,GE02,1968.0,39504,2018-12-21
PR_G5-1_1_GE02_14_19,104,PR,GE02,1936.0,43376,2019-01-28
PR_G5-1_1_GE02_14_19,105,PR,GE02,1215.0,44591,2019-02-25
PR_G5-1_1_GE02_14_19,113,PR,GE02,2162.0,46753,2019-10-07
PR_G5-1_1_GE02_14_19,114,PR,GE02,1949.0,48702,2019-11-04
PR_G5-1_1_GE02_14_19,116,PR,GE02,1831.0,50533,2020-01-27
PR_G5-1_1_GE02_14_19,119,PR,GE02,1658.0,52191,2020-04-01
PR_G5-1_1_GE02_14_19,125,PR,GE02,1576.0,53767,2020-10-05
PR_G5-1_1_GE02_14_19,129,PR,GE02,2495.0,56262,2021-02-08
PR_G5-1_1_GE02_14_19,130,PR,GE02,2348.0,58610,2021-03-26
PR_G5-1_1_GE02_14_19,131,PR,GE02,2074.0,60684,2021-04-07
PR_G5-1_1_GE02_14_19,132,PR,GE02,2329.0,63013,2021-05-12
PR_G5-1_1_GE02_14_19,133,PR,GE02,2396.0,65409,2021-06-04
PR_G5-1_1_GE02_14_19,144,PR,GE02,2108.0,67517,2022-05-02
PR_G5-1_1_GE02_14_19,145,PR,GE02,3024.0,70541,2022-06-06
PR_G5-1_1_GE02_14_19,147,PR,GE02,1652.0,72193,2022-08-03
PR_G5-1_1_GE02_14_19,148,PR,GE02,1728.0,73921,2022-09-07
PR_G5-1_1_GE02_14_19,158,PR,GE02,1882.0,75803,2023-07-13
PR_G5-1_1_GE02_14_19,159,PR,GE02,2583.0,80969,2023-08-29
PR_G5-1_1_GE02_14_19,161,PR,GE02,1834.0,82803,2023-10-03
PR_G5-1_1_GE02_14_19,164,PR,GE02,2070.0,84873,2024-01-10
PR_G5-1_1_GE02_14_20,46,PR,GE02,416.0,416,2014-03-31
PR_G5-1_1_GE02_14_20,48,PR,GE02,452.0,868,2014-05-26
PR_G5-1_1_GE02_14_20,50,PR,GE02,564.5,1997,2014-07-30
PR_G5-1_1_GE02_14_20,51,PR,GE02,530.0,2527,2014-08-27
PR_G5-1_1_GE02_14_20,53,PR,GE02,890.0,3417,2014-10-13
PR_G5-1_1_GE02_14_20,54,PR,GE02,803.0,5023,2014-11-28
PR_G5-1_1_GE02_14_20,56,PR,GE02,827.0,5850,2015-01-05
PR_G5-1_1_GE02_14_20,57,PR,GE02,830.0,6680,2015-02-02
PR_G5-1_1_GE02_14_20,58,PR,GE02,1343.0,9366,2015-03-30
PR_G5-1_1_GE02_14_20,59,PR,GE02,1072.0,10438,2015-04-27
PR_G5-1_1_GE02_14_20,61,PR,GE02,1680.0,12118,2015-06-12
PR_G5-1_1_GE02_14_20,62,PR,GE02,872.0,12990,2015-07-20
PR_G5-1_1_GE02_14_20,63,PR,GE02,1080.0,14070,2015-08-07
PR_G5-1_1_GE02_14_20,69,PR,GE02,1022.5,16115,2016-02-29
PR_G5-1_1_GE02_14_20,71,PR,GE02,1080.0,17195,2016-04-06
PR_G5-1_1_GE02_14_20,72,PR,GE02,987.0,18182,2016-05-04
PR_G5-1_1_GE02_14_20,73,PR,GE02,863.0,19908,2016-06-29
PR_G5-1_1_GE02_14_20,74,PR,GE02,924.0,20832,2016-07-27
PR_G5-1_1_GE02_14_20,76,PR,GE02,1038.0,21870,2016-09-12
PR_G5-1_1_GE02_14_20,84,PR,GE02,1348.0,23218,2017-05-12
PR_G5-1_1_GE02_14_20,85,PR,GE02,1044.0,24262,2017-06-09
PR_G5-1_1_GE02_14_20,86,PR,GE02,1069.0,25331,2017-07-26
PR_G5-1_1_GE02_14_20,88,PR,GE02,1221.0,27773,2017-09-29
PR_G5-1_1_GE02_14_20,90,PR,GE02,1376.0,29149,2017-11-15
PR_G5-1_1_GE02_14_20,97,PR,GE02,1550.0,30699,2018-06-27
PR_G5-1_1_GE02_14_20,99,PR,GE02,1890.0,32589,2018-08-22
PR_G5-1_1_GE02_14_20,100,PR,GE02,1629.0,35847,2018-09-28
PR_G5-1_1_GE02_14_20,101,PR,GE02,1377.0,37224,2018-10-26
PR_G5-1_1_GE02_14_20,103,PR,GE02,1565.0,38789,2018-12-03
PR_G5-1_1_GE02_14_20,112,PR,GE02,1625.0,40414,2019-09-09
PR_G5-1_1_GE02_14_20,114,PR,GE02,1427.0,41841,2019-11-04
PR_G5-1_1_GE02_14_20,115,PR,GE02,1350.0,43191,2019-12-02
PR_G5-1_1_GE02_14_20,116,PR,GE02,1362.0,44553,2020-01-27
PR_G5-1_1_GE02_14_20,118,PR,GE02,1861.0,46414,2020-03-04
PR_G5-1_1_GE02_14_20,119,PR,GE02,1747.0,48161,2020-04-20
PR_G5-1_1_GE02_14_20,120,PR,GE02,2127.0,50288,2020-05-27
PR_G5-1_1_GE02_14_20,130,PR,GE02,1630.0,51918,2021-03-03
PR_G5-1_1_GE02_14_20,131,PR,GE02,1943.5,55805,2021-04-30
PR_G5-1_1_GE02_14_20,133,PR,GE02,2075.0,57880,2021-06-04
PR_G5-1_1_GE02_14_20,135,PR,GE02,1682.0,61244,2021-08-27
PR_G5-1_1_GE02_14_20,137,PR,GE02,1802.0,63046,2021-10-01
PR_G5-1_1_GE02_14_20,138,PR,GE02,2086.0,65132,2021-11-17
PR_G5-1_1_GE02_14_20,139,PR,GE02,2160.0,67292,2021-12-10
PR_G5-1_1_GE02_14_20,148,PR,GE02,1864.0,69156,2022-09-07
PR_G5-1_1_GE02_14_20,149,PR,GE02,1976.0,71132,2022-10-12
PR_G5-1_1_GE02_14_20,152,PR,GE02,2018.0,73150,2023-01-16
PR_G5-1_1_GE02_14_20,154,PR,GE02,1865.5,76881,2023-03-29
PR_G5-1_1_GE02_14_20,156,PR,GE02,2488.0,79369,2023-05-03
PR_G5-1_1_GE02_14_20,157,PR,GE02,5640.0,85009,2023-06-07
PR_G5-1_1_GE02_14_21,47,PR,GE02,542.0,1084,2014-04-28
PR_G5-1_1_GE02_14_21,48,PR,GE02,668.0,1752,2014-05-26
PR_G5-1_1_GE02_14_21,50,PR,GE02,643.0,3038,2014-07-30
PR_G5-1_1_GE02_14_21,51,PR,GE02,554.0,3592,2014-08-27
PR_G5-1_1_GE02_14_21,53,PR,GE02,816.0,5224,2014-10-31
PR_G5-1_1_GE02_14_21,54,PR,GE02,709.0,5933,2014-11-28
PR_G5-1_1_GE02_14_21,59,PR,GE02,827.0,7587,2015-04-27
PR_G5-1_1_GE02_14_21,61,PR,GE02,1930.0,9517,2015-06-12
PR_G5-1_1_GE02_14_21,62,PR,GE02,700.0,10217,2015-07-01
PR_G5-1_1_GE02_14_21,63,PR,GE02,735.0,10952,2015-08-17
PR_G5-1_1_GE02_14_21,64,PR,GE02,806.0,11758,2015-09-04
PR_G5-1_1_GE02_14_21,65,PR,GE02,786.5,13331,2015-10-30
PR_G5-1_1_GE02_14_21,66,PR,GE02,813.0,14144,2015-11-27
PR_G5-1_1_GE02_14_21,68,PR,GE02,958.0,15102,2016-01-22
PR_G5-1_1_GE02_14_21,74,PR,GE02,1209.0,17520,2016-07-27
PR_G5-1_1_GE02_14_21,76,PR,GE02,956.0,18476,2016-09-02
PR_G5-1_1_GE02_14_21,77,PR,GE02,997.5,20471,2016-10-28
PR_G5-1_1_GE02_14_21,79,PR,GE02,1308.0,21779,2016-12-05
PR_G5-1_1_GE02_14_21,80,PR,GE02,828.0,23435,2017-01-30
PR_G5-1_1_GE02_14_21,81,PR,GE02,1164.0,24599,2017-02-27
PR_G5-1_1_GE02_14_21,88,PR,GE02,1140.0,25739,2017-09-01
PR_G5-1_1_GE02_14_21,89,PR,GE02,1157.0,26896,2017-10-09
PR_G5-1_1_GE02_14_21,90,PR,GE02,976.0,28848,2017-11-24
PR_G5-1_1_GE02_14_21,92,PR,GE02,1230.0,30078,2018-01-10
PR_G5-1_1_GE02_14_21,93,PR,GE02,1009.0,32096,2018-02-26
PR_G5-1_1_GE02_14_21,101,PR,GE02,1456.0,35008,2018-10-08
PR_G5-1_1_GE02_14_21,102,PR,GE02,1742.0,36750,2018-11-23
PR_G5-1_1_GE02_14_21,105,PR,GE02,1150.0,37900,2019-02-06
PR_G5-1_1_GE02_14_21,114,PR,GE02,1843.0,39743,2019-11-13
PR_G5-1_1_GE02_14_21,115,PR,GE02,737.0,40480,2019-12-11
PR_G5-1_1_GE02_14_21,117,PR,GE02,1742.0,42222,2020-02-14
PR_G5-1_1_GE02_14_21,118,PR,GE02,1436.0,43658,2020-03-13
PR_G5-1_1_GE02_14_21,120,PR,GE02,1947.0,45605,2020-05-27
PR_G5-1_1_GE02_14_21,122,PR,GE02,2138.0,47743,2020-07-04
PR_G5-1_1_GE02_14_21,124,PR,GE02,1950.0,49693,2020-09-23
PR_G5-1_1_GE02_14_21,125,PR,GE02,2647.0,52340,2020-10-05
PR_G5-1_1_GE02_14_21,132,PR,GE02,2169.0,54509,2021-05-12
PR_G5-1_1_GE02_14_21,133,PR,GE02,1794.0,58097,2021-06-28
PR_G5-1_1_GE02_14_21,135,PR,GE02,1630.0,61357,2021-08-27
PR_G5-1_1_GE02_14_21,138,PR,GE02,1485.0,62842,2021-11-17
PR_G5-1_1_GE02_14_21,139,PR,GE02,1180.0,64022,2021-12-10
PR_G5-1_1_GE02_14_21,147,PR,GE02,2387.0,66409,2022-08-03
PR_G5-1_1_GE02_14_21,149,PR,GE02,2099.0,68508,2022-10-24
PR_G5-1_1_GE02_14_21,150,PR,GE02,1438.0,69946,2022-11-04
PR_G5-1_1_GE02_14_21,162,PR,GE02,1845.0,71791,2023-11-25
PR_G5-1_1_GE06_14_14,47,PR,GE06,303.0,606,2014-04-28
PR_G5-1_1_GE06_14_14,48,PR,GE06,349.0,955,2014-05-26
PR_G5-1_1_GE06_14_14,50,PR,GE06,393.0,1348,2014-07-02
PR_G5-1_1_GE06_14_14,51,PR,GE06,554.5,2457,2014-08-27
PR_G5-1_1_GE06_14_14,53,PR,GE06,553.0,3010,2014-10-13
PR_G5-1_1_GE06_14_14,54,PR,GE06,537.5,4085,2014-11-28
PR_G5-1_1_GE06_14_14,56,PR,GE06,695.0,4780,2015-01-05
PR_G5-1_1_GE06_14_14,57,PR,GE06,530.0,5310,2015-02-20
PR_G5-1_1_GE06_14_14,58,PR,GE06,642.0,6594,2015-03-30
PR_G5-1_1_GE06_14_14,59,PR,GE06,957.0,7551,2015-04-27
PR_G5-1_1_GE06_14_14,61,PR,GE06,607.0,8158,2015-06-12
PR_G5-1_1_GE06_14_14,62,PR,GE06,741.0,8899,2015-07-20
PR_G5-1_1_GE06_14_14,63,PR,GE06,737.0,10373,2015-08-26
PR_G5-1_1_GE06_14_14,65,PR,GE06,813.0,11186,2015-10-12
PR_G5-1_1_GE06_14_14,68,PR,GE06,833.0,12019,2016-01-04
PR_G5-1_1_GE06_14_14,69,PR,GE06,851.0,12870,2016-02-01
PR_G5-1_1_GE06_14_14,71,PR,GE06,811.0,13681,2016-04-15
PR_G5-1_1_GE06_14_14,72,PR,GE06,729.0,14410,2016-05-04
PR_G5-1_1_GE06_14_14,73,PR,GE06,724.0,15858,2016-06-29
PR_G5-1_1_GE06_14_14,74,PR,GE06,704.0,16562,2016-07-27
PR_G5-1_1_GE06_14_14,76,PR,GE06,480.0,17042,2016-09-12
PR_G5-1_1_GE06_14_14,80,PR,GE06,806.5,18655,2017-01-30
PR_G5-1_1_GE06_14_14,81,PR,GE06,775.0,19430,2017-02-27
PR_G5-1_1_GE06_14_14,85,PR,GE06,726.0,20156,2017-06-19
PR_G5-1_1_GE06_14_14,86,PR,GE06,681.0,20837,2017-07-07
PR_G5-1_1_GE06_14_14,87,PR,GE06,759.0,21596,2017-08-14
PR_G5-1_1_GE06_14_14,88,PR,GE06,986.0,22582,2017-09-29
PR_G5-1_1_GE06_14_14,90,PR,GE06,1840.0,24422,2017-11-15
PR_G5-1_1_GE06_14_14,91,PR,GE06,1104.0,25526,2017-12-04
PR_G5-1_1_GE06_14_14,96,PR,GE06,923.0,26449,2018-05-11
PR_G5-1_1_GE06_14_14,99,PR,GE06,1446.0,27895,2018-08-22
PR_G5-1_1_GE06_14_14,100,PR,GE06,1242.0,29137,2018-09-10
PR_G5-1_1_GE06_14_14,101,PR,GE06,1220.0,30357,2018-10-08
PR_G5-1_1_GE06_14_14,102,PR,GE06,1248.0,31605,2018-11-05
PR_G5-1_1_GE06_14_14,103,PR,GE06,1401.0,33006,2018-12-03
PR_G5-1_1_GE06_14_14,110,PR,GE06,1015.0,34021,2019-07-15
PR_G5-1_1_GE06_14_14,111,PR,GE06,1366.0,35387,2019-08-02
PR_G5-1_1_GE06_14_14,112,PR,GE06,1294.0,36681,2019-09-09
PR_G5-1_1_GE06_14_14,113,PR,GE06,1283.0,39247,2019-10-25
PR_G5-1_1_GE06_14_14,114,PR,GE06,1194.0,40441,2019-11-22
PR_G5-1_1_GE06_14_14,120,PR,GE06,1014.0,41455,2020-05-27
PR_G5-1_1_GE06_14_14,122,PR,GE06,948.0,42403,2020-07-25
PR_G5-1_1_GE06_14_14,123,PR,GE06,1371.5,45146,2020-08-29
PR_G5-1_1_GE06_14_14,125,PR,GE06,1450.0,46596,2020-10-05
PR_G5-1_1_GE06_14_14,126,PR,GE06,1243.0,47839,2020-11-03
PR_G5-1_1_GE06_14_14,135,PR,GE06,1303.5,50446,2021-08-27
PR_G5-1_1_GE06_14_14,148,PR,GE06,1487.0,51933,2022-09-30
PR_G5-1_1_GE06_14_14,157,PR,GE06,1724.0,53657,2023-06-30
PR_G5-1_1_GE06_14_14,163,PR,GE06,1907.0,55564,2023-12-18
PR_G5-1_1_GE06_14_14,164,PR,GE06,1282.0,56846,2024-01-22
PR_G5-1_1_GE06_14_15,46,PR,GE06,594.0,594,2014-03-31
PR_G5-1_1_GE06_14_15,48,PR,GE06,591.0,1776,2014-05-26
PR_G5-1_1_GE06_14_15,50,PR,GE06,680.0,2456,2014-07-11
PR_G5-1_1_GE06_14_15,51,PR,GE06,703.5,3863,2014-08-27
PR_G5-1_1_GE06_14_15,53,PR,GE06,691.5,5246,2014-10-31
PR_G5-1_1_GE06_14_15,54,PR,GE06,739.0,5985,2014-11-28
PR_G5-1_1_GE06_14_15,56,PR,GE06,740.0,6725,2015-01-05
PR_G5-1_1_GE06_14_15,57,PR,GE06,553.0,7278,2015-02-02
PR_G5-1_1_GE06_14_15,58,PR,GE06,785.0,8848,2015-03-30
PR_G5-1_1_GE06_14_15,60,PR,GE06,686.0,9534,2015-05-06
PR_G5-1_1_GE06_14_15,61,PR,GE06,1010.0,10544,2015-06-12
PR_G5-1_1_GE06_14_15,64,PR,GE06,742.0,11286,2015-09-04
PR_G5-1_1_GE06_14_15,65,PR,GE06,1030.0,12316,2015-10-02
PR_G5-1_1_GE06_14_15,68,PR,GE06,900.0,13216,2016-01-13
PR_G5-1_1_GE06_14_15,69,PR,GE06,831.0,14047,2016-02-01
PR_G5-1_1_GE06_14_15,70,PR,GE06,1104.0,15151,2016-03-09
PR_G5-1_1_GE06_14_15,71,PR,GE06,1200.0,16351,2016-04-06
PR_G5-1_1_GE06_14_15,72,PR,GE06,677.0,17028,2016-05-13
PR_G5-1_1_GE06_14_15,73,PR,GE06,989.0,19006,2016-06-29
PR_G5-1_1_GE06_14_15,74,PR,GE06,1127.0,20133,2016-07-27
PR_G5-1_1_GE06_14_15,76,PR,GE06,930.0,21993,2016-09-30
PR_G5-1_1_GE06_14_15,81,PR,GE06,901.5,23796,2017-02-27
PR_G5-1_1_GE06_14_15,83,PR,GE06,1281.0,25077,2017-04-05
PR_G5-1_1_GE06_14_15,86,PR,GE06,858.0,25935,2017-07-07
PR_G5-1_1_GE06_14_15,87,PR,GE06,908.0,26843,2017-08-23
PR_G5-1_1_GE06_14_15,92,PR,GE06,1532.0,28375,2018-01-29
PR_G5-1_1_GE06_14_15,93,PR,GE06,1271.0,29646,2018-02-26
PR_G5-1_1_GE06_14_15,97,PR,GE06,1117.0,30763,2018-06-18
PR_G5-1_1_GE06_14_15,98,PR,GE06,1474.0,32237,2018-07-25
PR_G5-1_1_GE06_14_15,100,PR,GE06,1794.0,34031,2018-09-28
PR_G5-1_1_GE06_14_15,103,PR,GE06,1501.0,35532,2018-12-21
PR_G5-1_1_GE06_14_15,105,PR,GE06,2004.0,37536,2019-02-06
PR_G5-1_1_GE06_14_15,106,PR,GE06,1539.0,39075,2019-03-06
PR_G5-1_1_GE06_14_15,107,PR,GE06,1477.0,40552,2019-04-03
PR_G5-1_1_GE06_14_15,116,PR,GE06,1794.5,44141,2020-01-27
PR_G5-1_1_GE06_14_15,118,PR,GE06,2307.0,46448,2020-03-13
PR_G5-1_1_GE06_14_15,119,PR,GE06,2005.0,48453,2020-04-01
PR_G5-1_1_GE06_14_15,122,PR,GE06,1690.0,50143,2020-07-04
PR_G5-1_1_GE06_14_15,128,PR,GE06,3565.0,53708,2021-01-27
PR_G5-1_1_GE06_14_15,133,PR,GE06,1796.0,55504,2021-06-04
PR_G5-1_1_GE06_14_15,135,PR,GE06,2320.0,57824,2021-08-04
PR_G5-1_1_GE06_14_15,140,PR,GE06,6135.0,63959,2022-01-17
PR_G5-1_1_GE06_14_15,141,PR,GE06,2155.0,66114,2022-02-21
PR_G5-1_1_GE06_14_15,142,PR,GE06,2533.0,68647,2022-03-16
PR_G5-1_1_GE06_14_15,152,PR,GE06,1739.0,70386,2023-01-16
PR_G5-1_1_GE06_14_15,163,PR,GE06,2897.0,73283,2023-12-18
PR_G5-1_1_GE06_14_15,164,PR,GE06,3126.0,76409,2024-01-16
PR_G5-1_1_GE06_15_15,46,PR,GE06,581.0,581,2014-03-31
PR_G5-1_1_GE06_15_15,48,PR,GE06,845.5,2272,2014-05-26
PR_G5-1_1_GE06_15_15,50,PR,GE06,911.0,4094,2014-07-30
PR_G5-1_1_GE06_15_15,51,PR,GE06,941.0,5035,2014-08-27
PR_G5-1_1_GE06_15_15,53,PR,GE06,700.0,6435,2014-10-31
PR_G5-1_1_GE06_15_15,54,PR,GE06,1440.0,7875,2014-11-28
PR_G5-1_1_GE06_15_15,56,PR,GE06,705.0,8580,2015-01-05
PR_G5-1_1_GE06_15_15,57,PR,GE06,1093.0,9673,2015-02-11
PR_G5-1_1_GE06_15_15,58,PR,GE06,1092.0,11857,2015-03-30
PR_G5-1_1_GE06_15_15,59,PR,GE06,959.0,12816,2015-04-27
PR_G5-1_1_GE06_15_15,61,PR,GE06,598.0,13414,2015-06-03
PR_G5-1_1_GE06_15_15,62,PR,GE06,1167.5,15749,2015-07-29
PR_G5-1_1_GE06_15_15,64,PR,GE06,725.0,16474,2015-09-14
PR_G5-1_1_GE06_15_15,65,PR,GE06,701.0,17175,2015-10-02
PR_G5-1_1_GE06_15_15,69,PR,GE06,701.0,17876,2016-02-29
PR_G5-1_1_GE06_15_15,70,PR,GE06,778.0,18654,2016-03-28
PR_G5-1_1_GE06_15_15,73,PR,GE06,544.5,19743,2016-06-29
PR_G5-1_1_GE06_15_15,75,PR,GE06,541.0,20284,2016-08-15
PR_G5-1_1_GE06_15_15,76,PR,GE06,721.0,21005,2016-09-30
PR_G5-1_1_GE06_15_15,83,PR,GE06,257.0,21262,2017-04-05
PR_G5-1_1_GE06_15_15,84,PR,GE06,782.0,22826,2017-05-31
PR_G5-1_1_GE06_15_15,85,PR,GE06,769.0,23595,2017-06-28
PR_G5-1_1_GE06_15_15,87,PR,GE06,835.0,24430,2017-08-04
PR_G5-1_1_GE06_15_15,88,PR,GE06,951.0,25381,2017-09-01
PR_G5-1_1_GE06_15_15,89,PR,GE06,1241.0,27863,2017-10-27
PR_G5-1_1_GE06_15_15,91,PR,GE06,1100.0,28963,2017-12-04
PR_G5-1_1_GE06_15_15,92,PR,GE06,894.0,29857,2018-01-10
PR_G5-1_1_GE06_15_15,97,PR,GE06,1635.5,33128,2018-06-27
PR_G5-1_1_GE06_15_15,99,PR,GE06,1343.0,34471,2018-08-31
PR_G5-1_1_GE06_15_15,101,PR,GE06,1427.0,35898,2018-10-08
PR_G5-1_1_GE06_15_15,102,PR,GE06,1622.0,39142,2018-11-23
PR_G5-1_1_GE06_15_15,104,PR,GE06,1068.0,41278,2019-01-28
PR_G5-1_1_GE06_15_15,106,PR,GE06,1190.0,42468,2019-03-06
PR_G5-1_1_GE06_15_15,111,PR,GE06,1715.5,45899,2019-08-30
PR_G5-1_1_GE06_15_15,112,PR,GE06,1995.0,47894,2019-09-27
PR_G5-1_1_GE06_15_15,114,PR,GE06,1399.0,49293,2019-11-13
PR_G5-1_1_GE06_15_15,115,PR,GE06,1302.0,50595,2019-12-02
PR_G5-1_1_GE06_15_15,116,PR,GE06,1128.0,51723,2020-01-17
PR_G5-1_1_GE06_15_15,117,PR,GE06,1127.0,52850,2020-02-05
PR_G5-1_1_GE06_15_15,118,PR,GE06,1792.0,54642,2020-03-13
PR_G5-1_1_GE06_15_15,123,PR,GE06,1509.0,56151,2020-08-06
PR_G5-1_1_GE06_15_15,128,PR,GE06,1476.0,59103,2021-01-27
PR_G5-1_1_GE06_15_15,130,PR,GE06,1970.0,61073,2021-03-15
PR_G5-1_1_GE06_15_15,133,PR,GE06,1931.0,63004,2021-06-16
PR_G5-1_1_GE06_15_15,142,PR,GE06,2300.0,65304,2022-03-28
PR_G5-1_1_GE06_15_15,146,PR,GE06,2180.0,67484,2022-07-11
PR_G5-1_1_GE06_15_15,147,PR,GE06,1572.0,69056,2022-08-26
PR_G5-1_1_GE06_15_15,148,PR,GE06,1861.0,70917,2022-09-30
PR_G5-1_1_GE06_15_15,150,PR,GE06,1531.0,72448,2022-11-16
PR_G5-1_1_GE06_15_15,154,PR,GE06,2517.0,74965,2023-03-16
PR_G5-1_1_GE06_15_15,155,PR,GE06,2135.0,77100,2023-04-21
PR_G5-1_1_GE06_15_15,158,PR,GE06,1496.0,78596,2023-07-25
PR_G5-1_1_GE06_15_15,161,PR,GE06,2525.0,81121,2023-10-03
PR_G5-1_1_GE09_3_10,46,PR,GE09,804.0,804,2014-03-31
PR_G5-1_1_GE09_3_10,47,PR,GE09,1041.0,1845,2014-04-28
PR_G5-1_1_GE09_3_10,48,PR,GE09,1161.0,3006,2014-05-26
PR_G5-1_1_GE09_3_10,50,PR,GE09,820.5,4647,2014-07-30
PR_G5-1_1_GE09_3_10,51,PR,GE09,960.0,5607,2014-08-27
PR_G5-1_1_GE09_3_10,53,PR,GE09,1220.0,6827,2014-10-03
PR_G5-1_1_GE09_3_10,54,PR,GE09,1515.0,9857,2014-11-28
PR_G5-1_1_GE09_3_10,56,PR,GE09,1084.0,10941,2015-01-05
PR_G5-1_1_GE09_3_10,58,PR,GE09,857.5,12656,2015-03-30
PR_G5-1_1_GE09_3_10,59,PR,GE09,1310.0,13966,2015-04-27
PR_G5-1_1_GE09_3_10,61,PR,GE09,1030.0,14996,2015-06-03
PR_G5-1_1_GE09_3_10,62,PR,GE09,1014.5,17025,2015-07-29
PR_G5-1_1_GE09_3_10,63,PR,GE09,1069.0,18094,2015-08-26
PR_G5-1_1_GE09_3_10,65,PR,GE09,1001.0,19095,2015-10-02
PR_G5-1_1_GE09_3_10,66,PR,GE09,1500.0,20595,2015-11-09
PR_G5-1_1_GE09_3_10,67,PR,GE09,1501.0,22096,2015-12-07
PR_G5-1_1_GE09_3_10,68,PR,GE09,1533.0,23629,2016-01-22
PR_G5-1_1_GE09_3_10,70,PR,GE09,1918.0,25547,2016-03-18
PR_G5-1_1_GE09_3_10,72,PR,GE09,1961.0,27508,2016-05-04
PR_G5-1_1_GE09_3_10,73,PR,GE09,1898.0,29406,2016-06-10
PR_G5-1_1_GE09_3_10,74,PR,GE09,2179.0,33764,2016-07-27
PR_G5-1_1_GE09_3_10,76,PR,GE09,1610.0,35374,2016-09-21
PR_G5-1_1_GE09_3_10,77,PR,GE09,1488.0,36862,2016-10-10
PR_G5-1_1_GE09_3_10,78,PR,GE09,1547.0,38409,2016-11-16
PR_G5-1_1_GE09_3_10,79,PR,GE09,1500.0,39909,2016-12-14
PR_G5-1_1_GE09_3_10,83,PR,GE09,1631.0,41540,2017-04-24
PR_G5-1_1_GE09_3_10,84,PR,GE09,1782.0,43322,2017-05-03
PR_G5-1_1_GE09_3_10,85,PR,GE09,1812.0,45134,2017-06-19
PR_G5-1_1_GE09_3_10,86,PR,GE09,1684.0,46818,2017-07-17
PR_G5-1_1_GE09_3_10,87,PR,GE09,1576.0,48394,2017-08-23
PR_G5-1_1_GE09_3_10,88,PR,GE09,1418.0,51230,2017-09-29
PR_G5-1_1_GE09_3_10,91,PR,GE09,1690.0,52920,2017-12-13
PR_G5-1_1_GE09_3_10,92,PR,GE09,783.0,53703,2018-01-19
PR_G5-1_1_GE09_3_10,93,PR,GE09,1524.0,56751,2018-02-26
PR_G5-1_1_GE09_3_10,102,PR,GE09,1988.0,58739,2018-11-05
PR_G5-1_1_GE09_3_10,103,PR,GE09,1499.0,60238,2018-12-03
PR_G5-1_1_GE09_3_10,104,PR,GE09,2479.0,65196,2019-01-28
PR_G5-1_1_GE09_3_10,105,PR,GE09,1680.0,66876,2019-02-25
PR_G5-1_1_GE09_3_10,109,PR,GE09,2165.0,71206,2019-06-26
PR_G5-1_1_GE09_3_10,116,PR,GE09,3061.0,77328,2020-01-27
PR_G5-1_1_GE09_3_10,118,PR,GE09,2266.0,79594,2020-03-04
PR_G5-1_1_GE09_3_10,119,PR,GE09,2397.0,81991,2020-04-10
PR_G5-1_1_GE09_3_10,121,PR,GE09,2214.0,84205,2020-06-15
PR_G5-1_1_GE09_3_10,122,PR,GE09,2690.0,86895,2020-07-14
PR_G5-1_1_GE09_3_10,123,PR,GE09,2394.0,89289,2020-08-06
PR_G5-1_1_GE09_3_10,129,PR,GE09,4013.0,93302,2021-02-08
