TreeId,MAP,Site,IdGenotype,sum_of_fruit,Cumulated_n_fruit_mes,Date
PR_G5-1_2_GE09_28_25,95,PR,GE09,2167.0,45925,2018-04-06
PR_G5-1_2_GE09_28_25,96,PR,GE09,2639.0,48564,2018-05-04
PR_G5-1_2_GE09_28_25,97,PR,GE09,2063.0,50627,2018-06-20
PR_G5-1_2_GE09_28_25,98,PR,GE09,1928.0,52555,2018-07-09
PR_G5-1_2_GE09_28_25,99,PR,GE09,1957.0,54512,2018-08-24
PR_G5-1_2_GE09_28_25,102,PR,GE09,2251.0,59014,2018-11-26
PR_G5-1_2_GE09_28_25,104,PR,GE09,2113.0,61127,2019-01-11
PR_G5-1_2_GE09_28_25,107,PR,GE09,2127.0,63254,2019-04-15
PR_G5-1_2_GE09_28_25,108,PR,GE09,2695.5,68645,2019-05-31
PR_G5-1_2_GE09_28_25,109,PR,GE09,2445.0,71090,2019-06-28
PR_G5-1_2_GE09_28_25,112,PR,GE09,2146.0,73236,2019-09-02
PR_G5-1_2_GE09_28_25,115,PR,GE09,2474.0,75710,2019-12-13
PR_G5-1_2_GE09_28_25,116,PR,GE09,2660.0,78370,2020-01-10
PR_G5-1_2_GE09_28_25,120,PR,GE09,3631.0,82001,2020-05-29
PR_G5-1_2_GE09_28_25,122,PR,GE09,2763.0,84764,2020-07-07
PR_G5-1_2_GE09_28_25,123,PR,GE09,2280.0,87044,2020-08-08
PR_G5-1_2_GE09_28_25,124,PR,GE09,2107.0,89151,2020-09-01
PR_G5-1_2_GE09_28_25,126,PR,GE09,2045.0,91196,2020-11-28
PR_G5-1_2_GE09_28_25,131,PR,GE09,1720.0,92916,2021-04-09
PR_G5-1_2_GE09_28_25,132,PR,GE09,3300.0,96216,2021-05-03
PR_G5-1_2_GE09_28_25,133,PR,GE09,2396.0,98612,2021-06-30
PR_G5-1_2_GE09_28_25,138,PR,GE09,2452.0,101064,2021-11-08
PR_G5-1_2_GE09_28_25,139,PR,GE09,1736.0,102800,2021-12-13
PR_G5-1_2_GE09_28_25,142,PR,GE09,3301.5,109403,2022-03-30
PR_G5-1_2_GE09_28_25,145,PR,GE09,3307.0,112710,2022-06-20
PR_G5-1_2_GE09_28_25,146,PR,GE09,2649.0,115359,2022-07-13
PR_G5-1_2_GE09_28_25,148,PR,GE09,1943.0,117302,2022-09-09
PR_G5-1_2_GE09_28_25,154,PR,GE09,3576.5,124455,2023-03-31
PR_G5-1_2_GE09_28_25,156,PR,GE09,3076.0,127531,2023-05-05
PR_G5-1_2_GE09_28_25,157,PR,GE09,2280.0,129811,2023-06-21
PR_G5-1_2_GE09_28_25,158,PR,GE09,2382.0,132193,2023-07-04
PR_G5-1_2_GE09_28_26,47,PR,GE09,920.0,1840,2014-04-30
PR_G5-1_2_GE09_28_26,49,PR,GE09,913.0,2753,2014-06-16
PR_G5-1_2_GE09_28_26,50,PR,GE09,892.0,3645,2014-07-04
PR_G5-1_2_GE09_28_26,51,PR,GE09,895.5,5436,2014-08-29
PR_G5-1_2_GE09_28_26,53,PR,GE09,846.0,6282,2014-10-06
PR_G5-1_2_GE09_28_26,54,PR,GE09,1050.0,7332,2014-11-12
PR_G5-1_2_GE09_28_26,55,PR,GE09,1021.0,8353,2014-12-01
PR_G5-1_2_GE09_28_26,57,PR,GE09,1470.0,9823,2015-02-23
PR_G5-1_2_GE09_28_26,58,PR,GE09,1250.0,11073,2015-03-23
PR_G5-1_2_GE09_28_26,61,PR,GE09,1000.0,12073,2015-06-05
PR_G5-1_2_GE09_28_26,62,PR,GE09,1012.5,14098,2015-07-31
PR_G5-1_2_GE09_28_26,63,PR,GE09,892.0,14990,2015-08-28
PR_G5-1_2_GE09_28_26,65,PR,GE09,1286.0,16276,2015-10-05
PR_G5-1_2_GE09_28_26,66,PR,GE09,1758.0,19792,2015-11-30
PR_G5-1_2_GE09_28_26,68,PR,GE09,1391.0,21183,2016-01-25
PR_G5-1_2_GE09_28_26,69,PR,GE09,1239.0,22422,2016-02-22
PR_G5-1_2_GE09_28_26,70,PR,GE09,1263.0,24948,2016-03-30
PR_G5-1_2_GE09_28_26,72,PR,GE09,2596.0,27544,2016-05-06
PR_G5-1_2_GE09_28_26,73,PR,GE09,2120.0,29664,2016-06-03
PR_G5-1_2_GE09_28_26,74,PR,GE09,1465.0,32594,2016-07-29
PR_G5-1_2_GE09_28_26,77,PR,GE09,1871.5,36337,2016-10-31
PR_G5-1_2_GE09_28_26,82,PR,GE09,1460.0,37797,2017-03-20
PR_G5-1_2_GE09_28_26,86,PR,GE09,1656.0,39453,2017-07-10
PR_G5-1_2_GE09_28_26,87,PR,GE09,2208.0,41661,2017-08-16
PR_G5-1_2_GE09_28_26,88,PR,GE09,1529.0,43190,2017-09-22
PR_G5-1_2_GE09_28_26,89,PR,GE09,2100.0,45290,2017-10-30
PR_G5-1_2_GE09_28_26,91,PR,GE09,1339.0,46629,2017-12-06
PR_G5-1_2_GE09_28_26,92,PR,GE09,1643.0,48272,2018-01-12
PR_G5-1_2_GE09_28_26,93,PR,GE09,1570.0,49842,2018-02-09
PR_G5-1_2_GE09_28_26,94,PR,GE09,1437.0,51279,2018-03-09
PR_G5-1_2_GE09_28_26,95,PR,GE09,1842.0,53121,2018-04-16
PR_G5-1_2_GE09_28_26,98,PR,GE09,2289.0,55410,2018-07-09
PR_G5-1_2_GE09_28_26,100,PR,GE09,1893.0,57303,2018-09-12
PR_G5-1_2_GE09_28_26,101,PR,GE09,1944.0,59247,2018-10-10
PR_G5-1_2_GE09_28_26,104,PR,GE09,1868.0,62983,2019-01-30
PR_G5-1_2_GE09_28_26,105,PR,GE09,2152.0,65135,2019-02-27
PR_G5-1_2_GE09_28_26,107,PR,GE09,1910.0,67045,2019-04-05
PR_G5-1_2_GE09_28_26,108,PR,GE09,2172.0,69217,2019-05-03
PR_G5-1_2_GE09_28_26,109,PR,GE09,1867.0,71084,2019-06-19
PR_G5-1_2_GE09_28_26,110,PR,GE09,1558.0,72642,2019-07-08
PR_G5-1_2_GE09_28_26,112,PR,GE09,1972.0,74614,2019-09-02
PR_G5-1_2_GE09_28_26,117,PR,GE09,2641.0,79896,2020-02-26
PR_G5-1_2_GE09_28_26,120,PR,GE09,2573.5,85043,2020-05-29
PR_G5-1_2_GE09_28_26,123,PR,GE09,2187.0,87230,2020-08-20
PR_G5-1_2_GE09_28_26,124,PR,GE09,2108.0,89338,2020-09-12
PR_G5-1_2_GE09_28_26,125,PR,GE09,2304.0,91642,2020-10-19
PR_G5-1_2_GE09_28_26,128,PR,GE09,2551.0,96744,2021-01-29
PR_G5-1_2_GE09_28_26,130,PR,GE09,2670.0,99414,2021-03-29
PR_G5-1_2_GE09_28_26,136,PR,GE09,2603.0,102017,2021-09-22
PR_G5-1_2_GE09_28_26,139,PR,GE09,2258.0,104275,2021-12-13
PR_G5-1_2_GE09_28_26,140,PR,GE09,2309.5,108894,2022-01-31
PR_G5-1_2_GE09_28_26,142,PR,GE09,2972.0,111866,2022-03-18
PR_G5-1_2_GE09_28_26,143,PR,GE09,3008.0,114874,2022-04-11
PR_G5-1_2_GE09_28_26,150,PR,GE09,2413.0,119700,2022-11-30
PR_G5-1_2_GE09_28_26,152,PR,GE09,2746.0,122446,2023-01-06
PR_G5-1_2_GE09_28_26,161,PR,GE09,1747.0,124193,2023-10-05
PR_G5-1_2_GE09_28_26,163,PR,GE09,2175.0,126368,2023-12-02
PR_G5-1_2_GE09_29_25,47,PR,GE09,654.5,1309,2014-04-11
PR_G5-1_2_GE09_29_25,48,PR,GE09,1216.0,2525,2014-05-28
PR_G5-1_2_GE09_29_25,50,PR,GE09,836.0,3361,2014-07-04
PR_G5-1_2_GE09_29_25,51,PR,GE09,1324.5,6010,2014-08-29
PR_G5-1_2_GE09_29_25,53,PR,GE09,940.0,6950,2014-10-06
PR_G5-1_2_GE09_29_25,54,PR,GE09,1075.0,8025,2014-11-21
PR_G5-1_2_GE09_29_25,55,PR,GE09,1276.0,9301,2014-12-01
PR_G5-1_2_GE09_29_25,56,PR,GE09,952.0,10253,2015-01-07
PR_G5-1_2_GE09_29_25,57,PR,GE09,1170.0,11423,2015-02-23
PR_G5-1_2_GE09_29_25,58,PR,GE09,1313.0,12736,2015-03-04
PR_G5-1_2_GE09_29_25,59,PR,GE09,736.5,14209,2015-04-29
PR_G5-1_2_GE09_29_25,61,PR,GE09,1407.0,15616,2015-06-24
PR_G5-1_2_GE09_29_25,62,PR,GE09,1083.5,17783,2015-07-31
PR_G5-1_2_GE09_29_25,65,PR,GE09,810.0,18593,2015-10-05
PR_G5-1_2_GE09_29_25,66,PR,GE09,1200.0,19793,2015-11-11
PR_G5-1_2_GE09_29_25,67,PR,GE09,1270.0,21063,2015-12-09
PR_G5-1_2_GE09_29_25,68,PR,GE09,1223.0,22286,2016-01-25
PR_G5-1_2_GE09_29_25,69,PR,GE09,1018.0,23304,2016-02-03
PR_G5-1_2_GE09_29_25,70,PR,GE09,1178.0,25660,2016-03-30
PR_G5-1_2_GE09_29_25,72,PR,GE09,1230.0,26890,2016-05-06
PR_G5-1_2_GE09_29_25,73,PR,GE09,1535.0,28425,2016-06-13
PR_G5-1_2_GE09_29_25,74,PR,GE09,1478.0,31381,2016-07-29
PR_G5-1_2_GE09_29_25,76,PR,GE09,1801.0,33182,2016-09-14
PR_G5-1_2_GE09_29_25,77,PR,GE09,1705.0,34887,2016-10-03
PR_G5-1_2_GE09_29_25,78,PR,GE09,1565.0,36452,2016-11-09
PR_G5-1_2_GE09_29_25,83,PR,GE09,1030.0,37482,2017-04-26
PR_G5-1_2_GE09_29_25,85,PR,GE09,1677.0,40836,2017-06-30
PR_G5-1_2_GE09_29_25,87,PR,GE09,1504.0,42340,2017-08-16
PR_G5-1_2_GE09_29_25,88,PR,GE09,1556.0,43896,2017-09-13
PR_G5-1_2_GE09_29_25,89,PR,GE09,1736.0,45632,2017-10-02
PR_G5-1_2_GE09_29_25,90,PR,GE09,1669.5,48971,2017-11-27
PR_G5-1_2_GE09_29_25,92,PR,GE09,1734.0,50705,2018-01-12
PR_G5-1_2_GE09_29_25,94,PR,GE09,2223.0,52928,2018-03-09
PR_G5-1_2_GE09_29_25,97,PR,GE09,2233.0,55161,2018-06-11
PR_G5-1_2_GE09_29_25,98,PR,GE09,2424.0,57585,2018-07-09
PR_G5-1_2_GE09_29_25,100,PR,GE09,2341.0,59926,2018-09-03
PR_G5-1_2_GE09_29_25,104,PR,GE09,1359.0,61285,2019-01-11
PR_G5-1_2_GE09_29_25,105,PR,GE09,1287.0,62572,2019-02-08
PR_G5-1_2_GE09_29_25,106,PR,GE09,2299.0,64871,2019-03-27
PR_G5-1_2_GE09_29_25,107,PR,GE09,1753.0,66624,2019-04-24
PR_G5-1_2_GE09_29_25,109,PR,GE09,2220.0,68844,2019-06-28
PR_G5-1_2_GE09_29_25,111,PR,GE09,2385.0,71229,2019-08-14
PR_G5-1_2_GE09_29_25,112,PR,GE09,1857.0,73086,2019-09-02
PR_G5-1_2_GE09_29_25,116,PR,GE09,2482.0,75568,2020-01-29
PR_G5-1_2_GE09_29_25,121,PR,GE09,2317.0,77885,2020-06-17
PR_G5-1_2_GE09_29_25,122,PR,GE09,2555.0,80440,2020-07-07
PR_G5-1_2_GE09_29_25,123,PR,GE09,2787.0,83227,2020-08-08
PR_G5-1_2_GE09_29_25,124,PR,GE09,2153.0,85380,2020-09-01
PR_G5-1_2_GE09_29_25,125,PR,GE09,2384.0,87764,2020-10-19
PR_G5-1_2_GE09_29_25,129,PR,GE09,3158.0,90922,2021-02-10
PR_G5-1_2_GE09_29_25,130,PR,GE09,2256.0,93178,2021-03-05
PR_G5-1_2_GE09_29_25,133,PR,GE09,2536.0,95714,2021-06-30
PR_G5-1_2_GE09_29_25,135,PR,GE09,2544.0,98258,2021-08-06
PR_G5-1_2_GE09_29_25,140,PR,GE09,2709.5,103677,2022-01-31
PR_G5-1_2_GE09_29_25,147,PR,GE09,2581.0,106258,2022-08-17
PR_G5-1_2_GE09_29_25,148,PR,GE09,2569.0,108827,2022-09-09
PR_G5-1_2_GE09_29_25,149,PR,GE09,2690.0,111517,2022-10-14
PR_G5-1_2_GE09_29_25,150,PR,GE09,2624.0,116765,2022-11-30
PR_G5-1_2_GE09_29_25,152,PR,GE09,3069.0,119834,2023-01-30
PR_G5-1_2_GE09_29_25,154,PR,GE09,2841.0,122675,2023-03-31
PR_G5-1_2_GE09_29_25,156,PR,GE09,2258.0,124933,2023-05-05
PR_G5-1_2_GE09_29_25,164,PR,GE09,2681.5,130296,2024-01-30
PR_G5-1_2_GE12_29_10,47,PR,GE12,569.5,1139,2014-04-30
PR_G5-1_2_GE12_29_10,48,PR,GE12,568.0,1707,2014-05-28
PR_G5-1_2_GE12_29_10,50,PR,GE12,423.0,2130,2014-07-04
PR_G5-1_2_GE12_29_10,51,PR,GE12,125.0,2255,2014-08-11
PR_G5-1_2_GE12_29_10,52,PR,GE12,470.0,2725,2014-09-08
PR_G5-1_2_GE12_29_10,53,PR,GE12,646.0,3371,2014-10-06
PR_G5-1_2_GE12_29_10,59,PR,GE12,1322.0,4693,2015-04-20
PR_G5-1_2_GE12_29_10,60,PR,GE12,1030.0,5723,2015-05-08
PR_G5-1_2_GE12_29_10,61,PR,GE12,558.0,6281,2015-06-15
PR_G5-1_2_GE12_29_10,63,PR,GE12,865.0,8011,2015-08-28
PR_G5-1_2_GE12_29_10,65,PR,GE12,940.0,8951,2015-10-05
PR_G5-1_2_GE12_29_10,66,PR,GE12,1046.5,11044,2015-11-30
PR_G5-1_2_GE12_29_10,73,PR,GE12,929.0,11973,2016-06-13
PR_G5-1_2_GE12_29_10,74,PR,GE12,1130.0,14233,2016-07-29
PR_G5-1_2_GE12_29_10,76,PR,GE12,897.0,15130,2016-09-23
PR_G5-1_2_GE12_29_10,77,PR,GE12,661.0,16452,2016-10-31
PR_G5-1_2_GE12_29_10,89,PR,GE12,1050.0,18552,2017-10-30
PR_G5-1_2_GE12_29_10,91,PR,GE12,1062.0,19614,2017-12-06
PR_G5-1_2_GE12_29_10,92,PR,GE12,972.0,20586,2018-01-31
PR_G5-1_2_GE12_29_10,102,PR,GE12,1557.5,23701,2018-11-26
PR_G5-1_2_GE12_29_10,105,PR,GE12,1315.0,25016,2019-02-27
PR_G5-1_2_GE12_29_10,108,PR,GE12,1426.0,26442,2019-05-03
PR_G5-1_2_GE12_29_10,109,PR,GE12,1741.5,29925,2019-06-28
PR_G5-1_2_GE12_29_10,113,PR,GE12,1508.0,31433,2019-10-18
PR_G5-1_2_GE12_29_10,114,PR,GE12,1651.0,33084,2019-11-25
PR_G5-1_2_GE12_29_10,120,PR,GE12,1891.0,34975,2020-05-29
PR_G5-1_2_GE12_29_10,122,PR,GE12,1939.0,36914,2020-07-07
PR_G5-1_2_GE12_29_10,123,PR,GE12,2254.0,39168,2020-08-08
PR_G5-1_2_GE12_29_10,124,PR,GE12,1995.0,41163,2020-09-01
PR_G5-1_2_GE12_29_10,125,PR,GE12,1620.0,42783,2020-10-07
PR_G5-1_2_GE12_29_10,126,PR,GE12,1593.0,44376,2020-11-17
PR_G5-1_2_GE12_29_10,135,PR,GE12,2646.0,47022,2021-08-30
PR_G5-1_2_GE12_29_10,137,PR,GE12,1662.0,48684,2021-10-27
PR_G5-1_2_GE12_29_10,138,PR,GE12,1907.0,50591,2021-11-08
PR_G5-1_2_GE12_29_10,139,PR,GE12,1941.0,52532,2021-12-01
PR_G5-1_2_GE12_29_10,140,PR,GE12,1609.0,54141,2022-01-19
PR_G5-1_2_GE12_29_10,152,PR,GE12,2239.0,56380,2023-01-30
PR_G5-1_2_GE12_29_10,159,PR,GE12,2949.0,59329,2023-08-31
PR_G5-1_2_GE12_29_10,161,PR,GE12,2531.0,61860,2023-10-05
PR_G5-1_2_GE12_29_8,47,PR,GE12,534.5,1069,2014-04-30
PR_G5-1_2_GE12_29_8,49,PR,GE12,606.0,1675,2014-06-06
PR_G5-1_2_GE12_29_8,50,PR,GE12,560.0,2235,2014-07-04
PR_G5-1_2_GE12_29_8,51,PR,GE12,760.0,2995,2014-08-01
PR_G5-1_2_GE12_29_8,52,PR,GE12,985.0,3980,2014-09-08
PR_G5-1_2_GE12_29_8,59,PR,GE12,1140.0,6260,2015-04-29
PR_G5-1_2_GE12_29_8,61,PR,GE12,1615.0,7875,2015-06-15
PR_G5-1_2_GE12_29_8,62,PR,GE12,876.0,8751,2015-07-13
PR_G5-1_2_GE12_29_8,63,PR,GE12,662.0,9413,2015-08-10
PR_G5-1_2_GE12_29_8,65,PR,GE12,920.0,10333,2015-10-14
PR_G5-1_2_GE12_29_8,66,PR,GE12,724.0,11057,2015-11-20
PR_G5-1_2_GE12_29_8,67,PR,GE12,887.0,11944,2015-12-09
PR_G5-1_2_GE12_29_8,72,PR,GE12,1211.0,13155,2016-05-06
PR_G5-1_2_GE12_29_8,73,PR,GE12,1317.0,14472,2016-06-03
PR_G5-1_2_GE12_29_8,74,PR,GE12,914.0,15386,2016-07-01
PR_G5-1_2_GE12_29_8,77,PR,GE12,1007.0,16393,2016-10-21
PR_G5-1_2_GE12_29_8,78,PR,GE12,1085.5,18564,2016-11-28
PR_G5-1_2_GE12_29_8,88,PR,GE12,1135.0,19699,2017-09-13
PR_G5-1_2_GE12_29_8,89,PR,GE12,1045.0,20744,2017-10-02
PR_G5-1_2_GE12_29_8,90,PR,GE12,1032.0,21776,2017-11-08
PR_G5-1_2_GE12_29_8,92,PR,GE12,1390.0,23166,2018-01-22
PR_G5-1_2_GE12_29_8,98,PR,GE12,1595.0,24761,2018-07-09
PR_G5-1_2_GE12_29_8,99,PR,GE12,1687.0,26448,2018-08-24
PR_G5-1_2_GE12_29_8,100,PR,GE12,1724.0,28172,2018-09-03
PR_G5-1_2_GE12_29_8,101,PR,GE12,1796.0,29968,2018-10-01
PR_G5-1_2_GE12_29_8,102,PR,GE12,1687.0,31655,2018-11-07
PR_G5-1_2_GE12_29_8,103,PR,GE12,1448.0,33103,2018-12-05
PR_G5-1_2_GE12_29_8,104,PR,GE12,1243.0,34346,2019-01-11
PR_G5-1_2_GE12_29_8,113,PR,GE12,2348.0,36694,2019-10-09
PR_G5-1_2_GE12_29_8,114,PR,GE12,1808.0,38502,2019-11-06
PR_G5-1_2_GE12_29_8,118,PR,GE12,1755.0,40257,2020-03-25
PR_G5-1_2_GE12_29_8,124,PR,GE12,1832.0,42089,2020-09-25
PR_G5-1_2_GE12_29_8,125,PR,GE12,2208.0,44297,2020-10-07
PR_G5-1_2_GE12_29_8,131,PR,GE12,2251.0,46548,2021-04-09
PR_G5-1_2_GE12_29_8,133,PR,GE12,2013.0,48561,2021-06-18
PR_G5-1_2_GE12_29_8,134,PR,GE12,2112.0,50673,2021-07-26
PR_G5-1_2_GE12_29_8,135,PR,GE12,2188.0,52861,2021-08-30
PR_G5-1_2_GE12_29_8,156,PR,GE12,2794.0,55655,2023-05-17
PR_G5-1_2_GE12_29_8,163,PR,GE12,3070.0,58725,2023-12-18
PR_G5-1_2_GE12_29_8,164,PR,GE12,2853.0,61578,2024-01-06
PR_G5-1_2_GE12_29_9,47,PR,GE12,286.0,572,2014-04-30
PR_G5-1_2_GE12_29_9,48,PR,GE12,572.0,1144,2014-05-28
PR_G5-1_2_GE12_29_9,50,PR,GE12,264.0,1408,2014-07-04
PR_G5-1_2_GE12_29_9,51,PR,GE12,400.0,1808,2014-08-11
PR_G5-1_2_GE12_29_9,52,PR,GE12,650.0,2458,2014-09-17
PR_G5-1_2_GE12_29_9,59,PR,GE12,626.5,3711,2015-04-29
PR_G5-1_2_GE12_29_9,61,PR,GE12,587.0,4298,2015-06-05
PR_G5-1_2_GE12_29_9,62,PR,GE12,1272.0,6842,2015-07-31
PR_G5-1_2_GE12_29_9,64,PR,GE12,651.0,7493,2015-09-07
PR_G5-1_2_GE12_29_9,73,PR,GE12,1071.0,8564,2016-06-13
PR_G5-1_2_GE12_29_9,74,PR,GE12,835.5,10235,2016-07-29
PR_G5-1_2_GE12_29_9,76,PR,GE12,968.0,11203,2016-09-05
PR_G5-1_2_GE12_29_9,77,PR,GE12,1161.5,13526,2016-10-31
PR_G5-1_2_GE12_29_9,79,PR,GE12,1038.0,14564,2016-12-07
PR_G5-1_2_GE12_29_9,80,PR,GE12,1286.0,15850,2017-01-13
PR_G5-1_2_GE12_29_9,81,PR,GE12,1128.0,16978,2017-02-20
PR_G5-1_2_GE12_29_9,90,PR,GE12,976.0,18930,2017-11-27
PR_G5-1_2_GE12_29_9,92,PR,GE12,996.0,19926,2018-01-22
PR_G5-1_2_GE12_29_9,100,PR,GE12,1498.0,21424,2018-09-03
PR_G5-1_2_GE12_29_9,101,PR,GE12,1670.0,23094,2018-10-10
PR_G5-1_2_GE12_29_9,103,PR,GE12,1574.0,24668,2018-12-05
PR_G5-1_2_GE12_29_9,106,PR,GE12,1574.0,26242,2019-03-08
PR_G5-1_2_GE12_29_9,109,PR,GE12,2184.0,28426,2019-06-28
PR_G5-1_2_GE12_29_9,111,PR,GE12,2341.0,30767,2019-08-05
PR_G5-1_2_GE12_29_9,116,PR,GE12,2536.0,33303,2020-01-10
PR_G5-1_2_GE12_29_9,121,PR,GE12,2420.0,35723,2020-06-26
PR_G5-1_2_GE12_29_9,122,PR,GE12,2019.0,37742,2020-07-28
PR_G5-1_2_GE12_29_9,126,PR,GE12,2521.0,40263,2020-11-17
PR_G5-1_2_GE12_29_9,134,PR,GE12,2649.0,42912,2021-07-13
PR_G5-1_2_GE12_29_9,135,PR,GE12,1816.0,44728,2021-08-30
PR_G5-1_2_GE12_29_9,138,PR,GE12,2143.0,46871,2021-11-08
PR_G5-1_2_GE12_29_9,159,PR,GE12,2568.0,49439,2023-08-31
PR_G5-1_2_GE12_29_9,162,PR,GE12,2894.0,52333,2023-11-21
PR_G5-1_2_GE12_29_9,163,PR,GE12,2688.0,55021,2023-12-14
SMSE_B22_1_GE02_4_8,41,SMSE,GE02,795.0,795,2014-06-23
SMSE_B22_1_GE02_4_8,42,SMSE,GE02,732.0,1527,2014-07-01
SMSE_B22_1_GE02_4_8,43,SMSE,GE02,918.0,2445,2014-08-01
SMSE_B22_1_GE02_4_8,44,SMSE,GE02,796.0,3241,2014-09-01
SMSE_B22_1_GE02_4_8,45,SMSE,GE02,375.0,3616,2014-10-01
SMSE_B22_1_GE02_4_8,46,SMSE,GE02,1047.0,4663,2014-11-03
SMSE_B22_1_GE02_4_8,48,SMSE,GE02,1173.0,5836,2015-01-05
SMSE_B22_1_GE02_4_8,49,SMSE,GE02,1126.0,6962,2015-02-02
SMSE_B22_1_GE02_4_8,50,SMSE,GE02,1135.0,8097,2015-03-02
SMSE_B22_1_GE02_4_8,51,SMSE,GE02,646.0,8743,2015-04-13
SMSE_B22_1_GE02_4_8,52,SMSE,GE02,615.0,9358,2015-05-04
SMSE_B22_1_GE02_4_8,55,SMSE,GE02,1550.0,10908,2015-08-24
SMSE_B22_1_GE02_4_8,56,SMSE,GE02,651.0,11559,2015-09-07
SMSE_B22_1_GE02_4_8,57,SMSE,GE02,662.0,12221,2015-10-05
SMSE_B22_1_GE02_4_8,58,SMSE,GE02,1016.0,13237,2015-11-02
SMSE_B22_1_GE02_4_8,59,SMSE,GE02,1175.0,14412,2015-12-21
SMSE_B22_1_GE02_4_8,60,SMSE,GE02,1118.0,15530,2016-01-04
SMSE_B22_1_GE02_4_8,61,SMSE,GE02,635.0,16165,2016-02-09
SMSE_B22_1_GE02_4_8,68,SMSE,GE02,1108.0,17273,2016-09-13
SMSE_B22_1_GE02_4_8,69,SMSE,GE02,1461.0,18734,2016-10-17
SMSE_B22_1_GE02_4_8,70,SMSE,GE02,1237.0,19971,2016-11-01
SMSE_B22_1_GE02_4_8,75,SMSE,GE02,1104.0,21075,2017-04-17
SMSE_B22_1_GE02_4_8,76,SMSE,GE02,1312.0,22387,2017-05-02
SMSE_B22_1_GE02_4_8,77,SMSE,GE02,1125.0,23512,2017-06-06
SMSE_B22_1_GE02_4_8,78,SMSE,GE02,2463.0,25975,2017-07-17
SMSE_B22_1_GE02_4_8,79,SMSE,GE02,1330.0,27305,2017-08-07
SMSE_B22_1_GE02_4_8,83,SMSE,GE02,1120.0,28425,2017-12-18
SMSE_B22_1_GE02_4_8,84,SMSE,GE02,1641.0,30066,2018-01-02
SMSE_B22_1_GE02_4_8,85,SMSE,GE02,2599.0,32665,2018-02-12
SMSE_B22_1_GE02_4_8,86,SMSE,GE02,1439.0,34104,2018-03-12
SMSE_B22_1_GE02_4_8,87,SMSE,GE02,1516.0,35620,2018-04-09
SMSE_B22_1_GE02_4_8,88,SMSE,GE02,2320.0,37940,2018-05-28
SMSE_B22_1_GE02_4_8,89,SMSE,GE02,1748.0,39688,2018-06-25
SMSE_B22_1_GE02_4_8,90,SMSE,GE02,1658.0,41346,2018-07-02
SMSE_B22_1_GE02_4_8,91,SMSE,GE02,1261.0,42607,2018-08-06
SMSE_B22_1_GE02_4_8,92,SMSE,GE02,1150.0,43757,2018-09-01
SMSE_B22_1_GE02_4_8,93,SMSE,GE02,1124.0,44881,2018-10-15
SMSE_B22_1_GE02_4_8,94,SMSE,GE02,902.0,45783,2018-11-05
SMSE_B22_1_GE02_4_8,95,SMSE,GE02,1206.0,46989,2018-12-03
SMSE_B22_1_GE02_4_8,96,SMSE,GE02,700.0,47689,2019-01-14
SMSE_B22_1_GE02_4_8,97,SMSE,GE02,1474.0,49163,2019-02-18
SMSE_B22_1_GE02_4_8,98,SMSE,GE02,1560.0,50723,2019-03-04
SMSE_B22_1_GE02_4_9,42,SMSE,GE02,534.0,534,2014-07-01
SMSE_B22_1_GE02_4_9,43,SMSE,GE02,442.0,976,2014-08-01
SMSE_B22_1_GE02_4_9,44,SMSE,GE02,597.0,1573,2014-09-01
SMSE_B22_1_GE02_4_9,45,SMSE,GE02,385.0,1958,2014-10-01
SMSE_B22_1_GE02_4_9,46,SMSE,GE02,905.0,2863,2014-11-07
SMSE_B22_1_GE02_4_9,48,SMSE,GE02,387.0,3250,2015-01-05
SMSE_B22_1_GE02_4_9,49,SMSE,GE02,1195.0,4445,2015-02-02
SMSE_B22_1_GE02_4_9,50,SMSE,GE02,1108.0,5553,2015-03-02
SMSE_B22_1_GE02_4_9,51,SMSE,GE02,612.0,6165,2015-04-13
SMSE_B22_1_GE02_4_9,52,SMSE,GE02,870.0,7035,2015-05-04
SMSE_B22_1_GE02_4_9,53,SMSE,GE02,408.0,7443,2015-06-01
SMSE_B22_1_GE02_4_9,55,SMSE,GE02,819.0,8262,2015-08-24
SMSE_B22_1_GE02_4_9,56,SMSE,GE02,1068.0,9330,2015-09-07
SMSE_B22_1_GE02_4_9,57,SMSE,GE02,800.0,10130,2015-10-05
SMSE_B22_1_GE02_4_9,58,SMSE,GE02,1046.0,11176,2015-11-02
SMSE_B22_1_GE02_4_9,59,SMSE,GE02,1172.0,12348,2015-12-21
SMSE_B22_1_GE02_4_9,60,SMSE,GE02,718.0,13066,2016-01-04
SMSE_B22_1_GE02_4_9,61,SMSE,GE02,856.0,13922,2016-02-09
SMSE_B22_1_GE02_4_9,68,SMSE,GE02,298.0,14220,2016-09-13
SMSE_B22_1_GE02_4_9,69,SMSE,GE02,1774.0,15994,2016-10-17
SMSE_B22_1_GE02_4_9,70,SMSE,GE02,1248.0,17242,2016-11-01
SMSE_B22_1_GE02_4_9,71,SMSE,GE02,1427.0,18669,2016-12-13
SMSE_B22_1_GE02_4_9,72,SMSE,GE02,1095.0,19764,2017-01-02
SMSE_B22_1_GE02_4_9,75,SMSE,GE02,819.0,20583,2017-04-17
SMSE_B22_1_GE02_4_9,76,SMSE,GE02,703.0,21286,2017-05-08
