Site,TreeId,MAP,IdGenotype,Date,BunchMass,DryMesocarpOilContent,MesocarpsSampleWC,n_of_fruit,biomass_fresh_fruit,biomass_dry_fruit,stalk_dry_biomass,stalk_fresh_biomass
PR,PR_G5-1_2_GE06_34_10,85,GE06,2017-06-30,19.8,78.85499999999999,0.2875,2940,13.344000000000001,2.1935858464585802,2.2291706799339757,6.486
PR,PR_G5-1_3_GE16_39_18,85,GE16,2017-06-30,8.2,,,,,,,
PR,PR_G5-1_3_GE06_39_23,85,GE06,2017-06-21,25.200000000000003,79.26,0.34525,,9.18,,,3.606
PR,PR_G5-1_3_GE06_39_24,85,GE06,2017-06-21,25.6,79.87,0.3185,,8.992,,,3.968
PR,PR_G5-1_3_GE06_39_25,85,GE06,2017-06-21,15.399999999999999,80.56,0.29625,,5.46,,,2.258
PR,PR_G5-1_1_GE09_3_10,85,GE09,2017-06-19,10.2,79.31,0.28225,1812,7.678,1.0770215053763457,0.850802747032114,2.694
PR,PR_G5-1_4_GE02_49_10,85,GE02,2017-06-23,49.4,82.43,0.251,,9.89,,,3.854
PR,PR_G5-1_3_GE02_49_4,85,GE02,2017-06-05,10.4,83.13,0.2335,,8.044,,,2.348
PR,PR_G5-1_4_GE02_49_8,85,GE02,2017-06-23,39.0,81.89,0.274,,7.776,,,2.92
PR,PR_G5-1_4_GE02_49_9,85,GE02,2017-06-14,48.8,82.35,0.27375,,9.697999999999999,,,3.918
PR,PR_G5-1_1_GE09_4_9,85,GE09,2017-06-19,15.399999999999999,78.09,0.28425,1566,4.824,0.897103042198235,1.025138842641871,2.63
PR,PR_G5-1_3_GE02_50_4,85,GE02,2017-06-14,19.200000000000003,83.96,0.25475,,6.996,,,2.8680000000000003
PR,PR_G5-1_4_GE03_53_19,85,GE03,2017-06-23,27.2,81.93,0.29275,,10.088000000000001,,,3.372
PR,PR_G5-1_4_GE03_53_20,85,GE03,2017-06-23,19.799999999999997,81.67,0.248,,7.768,,,3.0580000000000003
PR,PR_G5-1_4_GE09_54_4,85,GE09,2017-06-14,25.6,82.36,0.26325,,8.341999999999999,,,3.648
PR,PR_G5-1_4_GE09_54_6,85,GE09,2017-06-23,15.2,81.04,0.33575,,4.166,,,0.892
PR,PR_G5-1_4_GE12_64_11,85,GE12,2017-06-16,8.4,81.43,0.35925,,5.944,,,2.39
PR,PR_G5-1_5_GE09_69_10,85,GE09,2017-06-16,11.8,81.52,0.27425,,3.7560000000000002,,,1.934
PR,PR_G5-1_5_GE06_79_15,85,GE06,2017-06-26,34.400000000000006,81.7,0.29875,,9.654,,,4.050000000000001
PR,PR_G5-1_5_GE02_79_23,85,GE02,2017-06-26,32.2,83.03,0.26075,,5.63,,,1.916
PR,PR_G5-1_5_GE02_79_24,85,GE02,2017-06-16,35.0,83.35,0.269,,7.728,,,3.2720000000000002
PR,PR_G5-1_5_GE02_79_25,85,GE02,2017-06-26,28.200000000000003,81.99,0.25275,,7.658,,,2.744
PR,PR_G5-1_5_GE03_79_5,85,GE03,2017-06-26,20.6,83.49,0.222,,7.55,,,2.962
PR,PR_G5-1_1_GE06_14_14,86,GE06,2017-07-17,16.8,79.19,0.304,681,6.24,0.9157170172084146,0.7440185754997239,2.4130000000000003
PR,PR_G5-1_1_GE06_14_15,86,GE06,2017-07-26,12.4,80.83,0.274,858,4.266,0.7410230326295583,0.922389083643729,2.654
PR,PR_G5-1_1_GE02_14_19,86,GE02,2017-07-26,20.6,,,,,,,
PR,PR_G5-1_1_GE02_14_20,86,GE02,2017-07-26,7.8,82.73,0.248,1069,5.002,0.6274028529267073,0.804500616698652,2.8
PR,PR_G5-1_1_GE16_14_24,86,GE16,2017-07-26,21.2,79.36,0.2885,,7.026,,,3.1719999999999997
PR,PR_G5-1_1_GE06_15_15,86,GE06,2017-07-17,8.8,,,,,,,
PR,PR_G5-1_1_GE03_19_18,86,GE03,2017-07-17,5.4,,,,,,,
PR,PR_G5-1_1_GE03_19_19,86,GE03,2017-07-26,21.8,81.49,0.2595,,8.83,,,3.1020000000000003
PR,PR_G5-1_1_GE03_19_20,86,GE03,2017-07-26,16.4,,,,,,,
PR,PR_G5-1_2_GE16_24_11,86,GE16,2017-07-28,19.4,80.13,0.27725,,7.59,,,3.9139999999999997
PR,PR_G5-1_2_GE09_28_25,86,GE09,2017-07-28,19.799999999999997,82.49,0.30775,1525,4.652,0.599671875,0.797675705977024,2.44
PR,PR_G5-1_2_GE09_28_26,86,GE09,2017-07-28,22.0,80.48,0.241,1656,7.024,1.086251247165536,1.153913702561278,3.4859999999999998
PR,PR_G5-1_2_GE02_29_13,86,GE02,2017-07-28,25.0,83.47,0.23225,1150,5.628,0.8472556762092796,0.774241832599663,2.54
PR,PR_G5-1_2_GE02_29_14,86,GE02,2017-07-28,17.0,,,,,,,
PR,PR_G5-1_2_GE02_29_15,86,GE02,2017-07-28,15.0,,,,,,,
PR,PR_G5-1_2_GE03_29_18,86,GE03,2017-07-28,11.4,,,,,,,
PR,PR_G5-1_2_GE03_29_20,86,GE03,2017-07-28,24.2,81.47,0.23975,,5.964,,,2.282
PR,PR_G5-1_2_GE09_29_25,86,GE09,2017-07-28,22.4,,,,,,,
PR,PR_G5-1_3_GE03_33_3,86,GE03,2017-07-28,6.0,80.59,0.2355,,1.4,,,1.3719999999999999
PR,PR_G5-1_3_GE03_33_5,86,GE03,2017-07-28,17.8,,,,,,,
PR,PR_G5-1_2_GE06_34_10,86,GE06,2017-07-28,19.799999999999997,,,,,,,
PR,PR_G5-1_3_GE16_39_18,86,GE16,2017-07-19,6.8,,,,,,,
PR,PR_G5-1_3_GE16_39_19,86,GE16,2017-07-28,31.200000000000003,79.08,0.29525,,8.241999999999999,,,3.234
PR,PR_G5-1_3_GE06_39_23,86,GE06,2017-07-28,22.4,80.43,0.3145,,8.25,,,3.306
PR,PR_G5-1_3_GE06_39_24,86,GE06,2017-07-28,23.4,79.05,0.33025,,7.492,,,3.924
PR,PR_G5-1_3_GE06_39_25,86,GE06,2017-07-28,16.4,80.18,0.29225,,5.57,,,2.5869999999999997
PR,PR_G5-1_3_GE12_39_3,86,GE12,2017-07-28,11.2,78.23,0.32825,,7.758,,,3.362
PR,PR_G5-1_3_GE12_39_4,86,GE12,2017-07-28,13.2,76.89,0.349,,8.104000000000001,,,4.74
PR,PR_G5-1_1_GE09_3_10,86,GE09,2017-07-26,32.4,80.04,0.287,1684,8.360000000000001,1.2356860857005278,0.941956446723705,2.8739999999999997
PR,PR_G5-1_4_GE02_49_10,86,GE02,2017-07-21,20.799999999999997,81.36,0.24575,,7.212,,,3.0540000000000003
PR,PR_G5-1_3_GE02_49_4,86,GE02,2017-07-31,23.0,81.07,0.22075,,4.71,,,1.6480000000000001
PR,PR_G5-1_3_GE02_49_5,86,GE02,2017-07-31,28.799999999999997,81.52,0.2585,,6.978000000000001,,,2.97
PR,PR_G5-1_4_GE02_49_8,86,GE02,2017-07-31,24.0,82.04,0.28475,,6.016,,,2.5300000000000002
PR,PR_G5-1_4_GE02_49_9,86,GE02,2017-07-12,19.8,83.52,0.24325,,7.364,,,3.07
PR,PR_G5-1_1_GE09_4_9,86,GE09,2017-07-26,14.2,79.44,0.2635,1286,4.512,0.7627481517989162,0.9804977898206021,2.9539999999999997
PR,PR_G5-1_3_GE02_50_4,86,GE02,2017-07-31,24.4,82.56,0.25525,,6.514,,,2.766
PR,PR_G5-1_4_GE03_53_18,86,GE03,2017-07-31,14.0,81.96,0.2575,,6.05,,,3.492
PR,PR_G5-1_4_GE03_53_19,86,GE03,2017-07-31,34.8,82.22,0.26775,,9.236,,,3.61
PR,PR_G5-1_4_GE03_53_20,86,GE03,2017-07-31,23.6,81.35,0.24225,,5.54,,,2.686
PR,PR_G5-1_4_GE09_54_6,86,GE09,2017-07-31,9.0,79.82,0.311,,3.5340000000000003,,,1.018
PR,PR_G5-1_4_GE06_58_6,86,GE06,2017-07-31,8.2,76.55,0.2765,,5.734,,,2.282
PR,PR_G5-1_4_GE06_59_3,86,GE06,2017-07-31,31.6,79.33,0.2765,,8.606,,,3.524
PR,PR_G5-1_4_GE12_64_11,86,GE12,2017-07-05,13.0,80.81,0.34,,4.714,,,2.1639999999999997
PR,PR_G5-1_4_GE16_64_6,86,GE16,2017-07-24,27.8,78.5,0.28675,,10.033999999999999,,,4.058
PR,PR_G5-1_5_GE09_69_10,86,GE09,2017-07-24,10.0,78.84,0.2695,,2.91,,,1.964
PR,PR_G5-1_5_GE09_69_8,86,GE09,2017-07-24,12.8,83.09,0.271,,8.776,,,4.132
PR,PR_G5-1_5_GE06_79_14,86,GE06,2017-07-14,17.4,79.69,0.25475,,4.965,,,2.142
PR,PR_G5-1_5_GE06_79_15,86,GE06,2017-07-24,12.8,77.77,0.29575,,9.101999999999999,,,3.9640000000000004
PR,PR_G5-1_5_GE02_79_23,86,GE02,2017-07-24,10.4,80.63,0.2955,,7.118,,,3.418
PR,PR_G5-1_5_GE02_79_24,86,GE02,2017-07-24,20.6,81.15,0.2675,,7.358,,,3.192
PR,PR_G5-1_5_GE02_79_25,86,GE02,2017-07-24,17.4,80.66,0.24875,,6.3500000000000005,,,2.66
PR,PR_G5-1_5_GE03_79_3,86,GE03,2017-07-24,27.599999999999998,80.25,0.26925,,5.800000000000001,,,2.262
PR,PR_G5-1_5_GE03_79_5,86,GE03,2017-07-14,21.2,84.69,0.23625,,7.7459999999999996,,,3.312
PR,PR_G5-1_1_GE12_10_4,87,GE12,2017-08-14,30.400000000000002,76.51,0.35475,2870,9.03,1.4322243713733094,1.08288263068765,3.776
PR,PR_G5-1_2_GE16_13_3,87,GE16,2017-08-23,13.600000000000001,78.01,0.279,,6.334,,,3.068
PR,PR_G5-1_1_GE06_14_14,87,GE06,2017-08-23,16.8,76.69,0.29825,759,6.642,0.9655770925110126,0.74885123330155,2.278
PR,PR_G5-1_1_GE06_14_15,87,GE06,2017-08-23,9.8,78.4,0.262,908,3.278,0.49819108910891097,0.701732921024816,2.3
PR,PR_G5-1_1_GE02_14_19,87,GE02,2017-08-23,10.2,82.09,0.2205,1147,7.082,1.1463793271574818,0.770382665817009,2.856
PR,PR_G5-1_1_GE02_14_20,87,GE02,2017-08-23,17.0,,,,,,,
PR,PR_G5-1_1_GE16_14_24,87,GE16,2017-08-23,25.200000000000003,79.2,0.30525,,9.062,,,3.7800000000000002
PR,PR_G5-1_1_GE16_14_25,87,GE16,2017-08-23,6.0,79.53,0.2605,,4.5,,,1.294
PR,PR_G5-1_1_GE06_15_15,87,GE06,2017-08-23,14.399999999999999,76.74,0.2995,835,4.71,0.6846329606222651,0.675162930086112,2.17
PR,PR_G5-1_1_GE03_19_18,87,GE03,2017-08-23,14.2,80.38,0.26075,,4.798,,,2.658
PR,PR_G5-1_1_GE03_19_19,87,GE03,2017-08-14,9.0,81.33,0.254,,5.942,,,3.074
PR,PR_G5-1_1_GE03_19_20,87,GE03,2017-08-23,7.4,78.93,0.26525,,4.498,,,2.6550000000000002
PR,PR_G5-1_2_GE16_24_11,87,GE16,2017-08-25,22.6,79.57,0.2845,,7.134,,,3.7760000000000002
PR,PR_G5-1_2_GE09_28_25,87,GE09,2017-08-25,8.6,81.78,0.28725,1920,3.308,0.5497490421455922,0.650928497671202,1.968
PR,PR_G5-1_2_GE09_28_26,87,GE09,2017-08-25,22.2,81.6,0.24625,2208,6.752000000000001,1.0857814155031316,1.128160812479271,3.5140000000000002
PR,PR_G5-1_2_GE02_29_13,87,GE02,2017-08-16,14.600000000000001,82.62,0.23975,1412,4.732,0.7465361957064414,0.7431581229297021,2.7119999999999997
PR,PR_G5-1_2_GE02_29_14,87,GE02,2017-08-25,27.6,81.43,0.2545,1357,6.2620000000000005,1.000943469785577,0.992394564187857,3.132
PR,PR_G5-1_2_GE02_29_15,87,GE02,2017-08-25,13.8,80.32,0.262,680,4.561999999999999,0.6613884215734788,0.62115344490366,2.114
PR,PR_G5-1_2_GE03_29_18,87,GE03,2017-08-25,17.2,79.37,0.24475,,5.2299999999999995,,,2.824
PR,PR_G5-1_2_GE03_29_19,87,GE03,2017-08-16,11.4,78.62,0.3275,,7.57,,,3.876
PR,PR_G5-1_2_GE03_29_20,87,GE03,2017-08-25,6.4,80.23,0.26425,,4.07,,,2.252
PR,PR_G5-1_2_GE09_29_25,87,GE09,2017-08-25,19.4,81.31,0.25925,1504,6.542,1.0074550839091834,1.03906171810756,3.16
PR,PR_G5-1_3_GE03_33_3,87,GE03,2017-08-25,7.8,79.9,0.268,,2.7399999999999998,,,1.888
PR,PR_G5-1_3_GE03_33_5,87,GE03,2017-08-16,8.0,80.04,0.289,,5.2700000000000005,,,2.84
PR,PR_G5-1_3_GE16_39_18,87,GE16,2017-08-25,12.2,76.91,0.31525,,4.224,,,1.756
PR,PR_G5-1_3_GE16_39_19,87,GE16,2017-08-25,9.6,,,,,,,
PR,PR_G5-1_3_GE16_39_20,87,GE16,2017-08-25,20.799999999999997,80.69,0.2725,,7.306,,,2.7840000000000003
PR,PR_G5-1_3_GE06_39_23,87,GE06,2017-08-16,8.4,79.85,0.31675,,5.922,,,2.7479999999999998
PR,PR_G5-1_3_GE06_39_24,87,GE06,2017-08-25,12.0,75.32,0.3375,,7.9079999999999995,,,4.106
PR,PR_G5-1_3_GE06_39_25,87,GE06,2017-08-25,15.600000000000001,79.06,0.28475,,5.002,,,2.496
PR,PR_G5-1_3_GE12_39_3,87,GE12,2017-08-16,25.6,,,,,,,
PR,PR_G5-1_3_GE12_39_4,87,GE12,2017-08-07,11.2,,,,,,,
PR,PR_G5-1_1_GE09_3_10,87,GE09,2017-08-23,11.0,80.57,0.27875,1576,7.662,1.1978938053097312,0.958007087830502,3.016
PR,PR_G5-1_3_GE09_44_6,87,GE09,2017-08-28,17.799999999999997,79.08,0.2895,,5.640000000000001,,,2.922
PR,PR_G5-1_4_GE02_49_10,87,GE02,2017-08-28,28.4,81.98,0.247,,7.186,,,3.354
PR,PR_G5-1_3_GE02_49_4,87,GE02,2017-08-28,15.8,79.7,0.2905,,5.206,,,2.564
PR,PR_G5-1_3_GE02_49_5,87,GE02,2017-08-28,18.0,81.61,0.255,,6.77,,,3.024
PR,PR_G5-1_4_GE02_49_8,87,GE02,2017-08-18,8.0,81.54,0.27025,,5.41,,,2.56
PR,PR_G5-1_4_GE02_49_9,87,GE02,2017-08-28,11.8,82.4,0.25225,,5.0809999999999995,,,2.826
PR,PR_G5-1_1_GE09_4_9,87,GE09,2017-08-23,12.4,78.36,0.2785,1327,3.6199999999999997,0.5562076053442971,0.935699188456861,2.598
PR,PR_G5-1_3_GE02_50_4,87,GE02,2017-08-28,10.2,81.57,0.254,,3.454,,,2.074
PR,PR_G5-1_4_GE03_53_18,87,GE03,2017-08-28,14.6,,,,,,,
PR,PR_G5-1_4_GE03_53_19,87,GE03,2017-08-28,7.4,78.45,0.35325,,4.7620000000000005,,,2.516
PR,PR_G5-1_4_GE03_53_20,87,GE03,2017-08-18,7.4,80.5,0.23175,,4.898,,,2.53
PR,PR_G5-1_4_GE09_54_6,87,GE09,2017-08-28,8.2,80.22,0.32475,,2.95,,,1.104
PR,PR_G5-1_4_GE06_58_6,87,GE06,2017-08-18,8.4,,,,,,,
PR,PR_G5-1_4_GE06_59_3,87,GE06,2017-08-28,11.6,77.25,0.2965,,8.656,,,3.316
PR,PR_G5-1_4_GE12_64_10,87,GE12,2017-08-30,11.2,,,,,,,
PR,PR_G5-1_4_GE16_64_4,87,GE16,2017-08-30,23.8,80.64,0.27,,6.58,,,2.888
PR,PR_G5-1_4_GE16_64_6,87,GE16,2017-08-02,15.6,,,,,,,
PR,PR_G5-1_5_GE09_69_10,87,GE09,2017-08-11,5.4,78.4,0.248,,3.49,,,1.924
PR,PR_G5-1_5_GE12_69_19,87,GE12,2017-08-30,47.199999999999996,78.19,0.28575,,11.669,,,4.036
PR,PR_G5-1_5_GE09_69_8,87,GE09,2017-08-30,22.0,82.67,0.257,,7.102,,,3.532
PR,PR_G5-1_5_GE16_74_9,87,GE16,2017-08-02,12.4,79.08,0.2925,,8.850000000000001,,,3.5120000000000005
PR,PR_G5-1_5_GE06_79_13,87,GE06,2017-08-11,14.0,76.64,0.29125,,3.262,,,1.5959999999999999
PR,PR_G5-1_5_GE06_79_14,87,GE06,2017-08-21,22.200000000000003,,,,,,,
PR,PR_G5-1_5_GE06_79_15,87,GE06,2017-08-21,11.0,,,,,,,
PR,PR_G5-1_5_GE02_79_23,87,GE02,2017-08-30,23.0,81.32,0.2775,,6.412,,,2.816
PR,PR_G5-1_5_GE02_79_24,87,GE02,2017-08-30,40.2,80.42,0.2535,,6.75,,,3.372
PR,PR_G5-1_5_GE02_79_25,87,GE02,2017-08-21,26.6,79.33,0.23425,,6.166,,,2.8259999999999996
PR,PR_G5-1_5_GE03_79_3,87,GE03,2017-08-30,27.0,79.28,0.25375,,6.077999999999999,,,2.8699999999999997
PR,PR_G5-1_5_GE03_79_5,87,GE03,2017-08-30,28.8,82.88,0.216,,6.702,,,3.4320000000000004
PR,PR_G5-1_1_GE12_9_5,87,GE12,2017-08-23,10.2,79.47,0.32425,1063,6.706,0.9681767262192212,0.9444377707146829,3.15
PR,PR_G5-1_1_GE12_10_4,88,GE12,2017-09-29,63.0,78.555,0.3295,4125,31.957,4.414422952928414,3.3389156003533174,10.586
PR,PR_G5-1_2_GE16_13_3,88,GE16,2017-09-29,24.6,77.185,0.27875000000000005,,17.354,,,7.4959999999999996
PR,PR_G5-1_1_GE06_14_14,88,GE06,2017-09-29,20.6,78.49,0.296,986,8.262,1.2316275659824036,0.869400631828591,2.814
PR,PR_G5-1_1_GE02_14_19,88,GE02,2017-09-20,17.0,80.22,0.21475,1160,6.09,0.9776288659793788,0.896892530910053,2.876
PR,PR_G5-1_1_GE02_14_20,88,GE02,2017-09-29,28.400000000000002,83.17500000000001,0.24387499999999998,2442,12.725999999999999,1.6988297083539319,1.7551246615517528,6.164
PR,PR_G5-1_1_GE02_14_21,88,GE02,2017-09-20,48.400000000000006,77.28,0.33275,1140,5.5,0.6763157894736864,0.889018546291453,3.024
PR,PR_G5-1_1_GE16_14_24,88,GE16,2017-09-11,13.2,80.86,0.289,,9.542,,,3.63
PR,PR_G5-1_1_GE06_15_15,88,GE06,2017-09-29,13.8,77.1,0.30475,951,5.0440000000000005,0.763791543756145,0.849036331828338,2.472
PR,PR_G5-1_1_GE03_19_18,88,GE03,2017-09-20,17.4,79.26,0.2585,,5.364,,,3.1239999999999997
PR,PR_G5-1_1_GE03_19_19,88,GE03,2017-09-29,35.8,82.305,0.24962499999999999,,16.598,,,7.016
PR,PR_G5-1_1_GE03_19_20,88,GE03,2017-09-29,15.399999999999999,79.605,0.261,,9.74,,,5.644
PR,PR_G5-1_2_GE16_24_10,88,GE16,2017-09-22,14.02,76.61,0.316,,9.433,,,4.493
PR,PR_G5-1_2_GE16_24_11,88,GE16,2017-09-13,13.6,79.55,0.2655,,9.779,,,4.247999999999999
PR,PR_G5-1_2_GE09_28_25,88,GE09,2017-09-22,5.4,78.96,0.31275,1793,3.3579999999999997,0.47498499785683734,0.5407819258123849,1.824
PR,PR_G5-1_2_GE09_28_26,88,GE09,2017-09-22,11.8,80.04,0.249,1529,7.934,1.1490620689655202,1.196733258272098,3.69
PR,PR_G5-1_2_GE12_29_10,88,GE12,2017-09-13,17.4,,,,,,,
PR,PR_G5-1_2_GE02_29_13,88,GE02,2017-09-22,27.200000000000003,81.66,0.2315,1560,5.727,0.8493913690476186,0.8153410617600141,2.724
PR,PR_G5-1_2_GE02_29_14,88,GE02,2017-09-22,21.0,80.02,0.226,1660,6.132,1.127010130246019,1.108330320166383,3.502
PR,PR_G5-1_2_GE02_29_15,88,GE02,2017-09-22,23.200000000000003,80.92,0.257,916,5.017,0.878162108403779,0.7469804512149211,2.3200000000000003
PR,PR_G5-1_2_GE03_29_18,88,GE03,2017-09-22,10.8,79.0,0.2315,,7.534,,,3.324
PR,PR_G5-1_2_GE03_29_19,88,GE03,2017-09-22,51.400000000000006,78.0,0.31375,,7.196000000000001,,,3.7619999999999996
PR,PR_G5-1_2_GE03_29_20,88,GE03,2017-09-13,14.600000000000001,80.03,0.26,,5.008,,,2.342
PR,PR_G5-1_2_GE09_29_25,88,GE09,2017-09-13,9.2,80.14,0.2535,1556,5.764,0.90192585459798,1.110952257690116,3.424
PR,PR_G5-1_2_GE12_29_8,88,GE12,2017-09-13,13.8,73.82,0.28375,1135,10.479,1.4523349374398464,1.0029419853785269,3.466
PR,PR_G5-1_3_GE03_33_3,88,GE03,2017-09-13,3.4,,,,,,,
PR,PR_G5-1_3_GE03_33_4,88,GE03,2017-09-13,10.8,77.52,0.2875,,7.188,,,3.678
PR,PR_G5-1_3_GE03_33_5,88,GE03,2017-09-04,9.2,79.68,0.28,,5.8740000000000006,,,3.2680000000000002
PR,PR_G5-1_2_GE06_34_11,88,GE06,2017-09-13,5.2,72.04,0.3215,885,2.8310000000000004,0.7199060114503821,0.811437595409509,2.286
PR,PR_G5-1_2_GE06_34_9,88,GE06,2017-09-22,6.2,73.33,0.2525,1624,3.79,0.5660507419818104,0.777729994423459,2.396
PR,PR_G5-1_3_GE16_39_18,88,GE16,2017-09-13,5.4,72.79,0.337,,3.634,,,1.73
PR,PR_G5-1_3_GE16_39_19,88,GE16,2017-09-22,20.4,77.82,0.28725,,6.09,,,3.146
PR,PR_G5-1_3_GE16_39_20,88,GE16,2017-09-04,11.0,80.55,0.26675,,7.859,,,2.97
PR,PR_G5-1_3_GE06_39_23,88,GE06,2017-09-22,21.0,80.26,0.3025,,7.314,,,3.0119999999999996
PR,PR_G5-1_3_GE06_39_24,88,GE06,2017-09-04,11.0,78.22,0.31275,,6.806000000000001,,,4.236000000000001
PR,PR_G5-1_3_GE06_39_25,88,GE06,2017-09-22,9.4,78.88,0.26725,,6.586,,,2.802
PR,PR_G5-1_3_GE12_39_3,88,GE12,2017-09-04,16.6,80.4,0.568,,13.014000000000001,,,3.711
PR,PR_G5-1_3_GE12_39_4,88,GE12,2017-09-22,32.400000000000006,78.2,0.2815,,6.396,,,4.26
PR,PR_G5-1_1_GE09_3_10,88,GE09,2017-09-29,20.799999999999997,80.355,0.267625,2836,14.762,1.9698063194154554,2.015628373537014,6.162000000000001
PR,PR_G5-1_1_GE09_3_8,88,GE09,2017-09-20,52.4,79.94,0.278625,2057,13.424,1.9087176937737036,1.3916963072492456,4.3740000000000006
PR,PR_G5-1_3_GE09_44_6,88,GE09,2017-09-25,11.6,79.82,0.28025,,8.120000000000001,,,3.604
PR,PR_G5-1_4_GE02_49_10,88,GE02,2017-09-15,8.8,82.33,0.21875,,5.594,,,3.008
PR,PR_G5-1_3_GE02_49_4,88,GE02,2017-09-15,7.6,79.91,0.22725,,5.5120000000000005,,,2.152
PR,PR_G5-1_3_GE02_49_5,88,GE02,2017-09-25,20.0,80.11,0.265,,6.005999999999999,,,3.2079999999999997
PR,PR_G5-1_4_GE02_49_8,88,GE02,2017-09-25,21.200000000000003,80.3,0.2685,,3.83,,,2.312
PR,PR_G5-1_4_GE02_49_9,88,GE02,2017-09-06,7.4,81.83,0.25925,,4.83,,,2.676
PR,PR_G5-1_1_GE09_4_9,88,GE09,2017-09-29,11.2,77.32,0.273,3131,6.098000000000001,0.8582236828835361,1.6301041348557856,4.978
PR,PR_G5-1_3_GE02_50_4,88,GE02,2017-09-25,6.2,80.97,0.262,,3.988,,,2.18
PR,PR_G5-1_4_GE03_53_18,88,GE03,2017-09-25,9.8,81.42,0.243,,6.845999999999999,,,2.832
PR,PR_G5-1_4_GE03_53_19,88,GE03,2017-09-06,7.2,81.08,0.28125,,4.7459999999999996,,,2.276
PR,PR_G5-1_4_GE03_53_20,88,GE03,2017-09-25,16.4,79.4,0.24775,,4.716,,,2.7680000000000002
PR,PR_G5-1_4_GE09_54_6,88,GE09,2017-09-25,2.6,75.65,0.33325,,1.844,,,0.746
PR,PR_G5-1_4_GE06_58_6,88,GE06,2017-09-06,9.2,78.77,0.2595,,6.05,,,2.74
PR,PR_G5-1_4_GE06_59_3,88,GE06,2017-09-06,11.8,78.33,0.2715,,8.234,,,3.636
PR,PR_G5-1_4_GE12_64_10,88,GE12,2017-09-18,12.2,78.83,0.3025,,8.554,,,3.6100000000000003
PR,PR_G5-1_4_GE12_64_11,88,GE12,2017-09-27,5.0,77.81,0.32925,,2.8499999999999996,,,2.088
PR,PR_G5-1_4_GE16_64_4,88,GE16,2017-09-18,13.6,82.4,0.269,,9.463999999999999,,,4.104
PR,PR_G5-1_4_GE16_64_5,88,GE16,2017-09-27,48.6,78.27,0.31025,,10.648,,,3.692
PR,PR_G5-1_5_GE09_69_10,88,GE09,2017-09-08,4.2,76.84,0.2955,,2.706,,,1.5219999999999998
PR,PR_G5-1_5_GE12_69_19,88,GE12,2017-09-27,15.6,78.82,0.297,,11.809,,,3.846
PR,PR_G5-1_5_GE12_69_20,88,GE12,2017-09-18,26.6,76.02,0.40025,,8.658,,,3.574
PR,PR_G5-1_5_GE09_69_8,88,GE09,2017-09-27,13.2,82.2,0.25925,,9.478,,,3.8259999999999996
PR,PR_G5-1_5_GE12_70_20,88,GE12,2017-09-08,6.4,,,,,,,
PR,PR_G5-1_5_GE06_79_13,88,GE06,2017-09-18,22.4,77.85,0.2875,,8.306,,,3.1719999999999997
PR,PR_G5-1_5_GE06_79_15,88,GE06,2017-09-18,10.8,79.0,0.2855,,7.476,,,3.544
PR,PR_G5-1_5_GE02_79_23,88,GE02,2017-09-27,21.0,82.63,0.26925,,6.934,,,3.19
PR,PR_G5-1_5_GE02_79_24,88,GE02,2017-09-27,10.8,81.91,0.252,,7.0280000000000005,,,3.774
PR,PR_G5-1_5_GE02_79_25,88,GE02,2017-09-18,17.8,81.37,0.2245,,6.122,,,3.3819999999999997
PR,PR_G5-1_5_GE03_79_3,88,GE03,2017-09-18,10.8,79.32,0.25675,,7.638,,,3.224
PR,PR_G5-1_5_GE03_79_5,88,GE03,2017-09-27,20.6,82.37,0.23625,,6.49,,,3.2760000000000002
PR,PR_G5-1_1_GE12_9_5,88,GE12,2017-09-11,11.8,79.04,0.33275,1334,8.254,1.1879205955335006,1.065016714397845,3.608
PR,PR_G5-1_1_GE12_10_4,89,GE12,2017-10-27,41.4,80.53,0.29075,2016,14.902000000000001,2.0508693069306982,1.630452956257621,5.414999999999999
PR,PR_G5-1_1_GE12_10_5,89,GE12,2017-10-27,35.2,78.28,0.3315,3249,26.874000000000002,3.7030821889433483,2.681559759039047,8.399999999999999
PR,PR_G5-1_2_GE16_13_3,89,GE16,2017-10-09,14.2,,,,,,,
PR,PR_G5-1_1_GE06_14_14,89,GE06,2017-10-09,11.6,,,,,,,
PR,PR_G5-1_1_GE02_14_19,89,GE02,2017-10-27,32.4,82.67500000000001,0.209625,3290,15.274000000000001,2.242375622224814,2.2829178842534983,7.168
PR,PR_G5-1_1_GE02_14_20,89,GE02,2017-10-18,20.0,,,,,,,
PR,PR_G5-1_1_GE02_14_21,89,GE02,2017-10-18,26.400000000000002,81.36,0.2595,1157,5.7700000000000005,0.7343122858541341,0.854535964934942,2.798
PR,PR_G5-1_1_GE16_14_24,89,GE16,2017-10-09,12.2,79.39,0.3,,8.925999999999998,,,3.224
PR,PR_G5-1_1_GE06_15_15,89,GE06,2017-10-27,18.0,78.03,0.29600000000000004,2482,12.234000000000002,1.6751614748041979,1.870767037757913,5.712
PR,PR_G5-1_1_GE03_19_18,89,GE03,2017-10-27,18.4,80.295,0.250375,,13.192,,,6.426
PR,PR_G5-1_1_GE03_19_19,89,GE03,2017-10-18,24.0,,,,,,,
PR,PR_G5-1_1_GE03_19_20,89,GE03,2017-10-27,14.8,78.87,0.262,,4.616,,,2.636
